,Summary,Passage,Style
262,이맹산이라고도 부르는 이명산의 서쪽 산정 가까운 곳에 있는 절터이다. 원래는 석굴사원인데 현재는 천장이 무너져 내려 원래의 모습을 알 수 없다. 통일신라시대에 만들어진 듯한 마애석불이 높은 절벽에 조각되어 있어 석굴과 밀접한 관련이 있을 것으로 여겨진다.,"이맹산이라고도 부르는 이명산의 서쪽 산정 가까운 곳에 있는 절터이다. 원래는 석굴사원인데 현재는 천장이 무너져 내려 원래의 모습을 알 수 없다. 통일신라시대에 만들어진 듯한 마애석불이 높은 절벽에 조각되어 있어 석굴과 밀접한 관련이 있을 것으로 여겨진다. 석굴은 벽체와 천장이 모두 무너져 원형을 잃었으나, 자연석을 돌담 쌓듯 포개어 쌓아 올린 형태의 다솔사의 보안암 석굴과 비슷한 형태였을 것으로 추정된다. 바위에 조각되어 있는 마애석불은 앉아있는 모습으로 대략 6m 규모이다. 바위에서 얼굴이 나오듯이 얼굴과 목까지는 도드라지게 조각하였고, 나머지 몸은 선으로 처리하였는데, 입술을 굳게 다물고 눈까지 지긋이 감고 있는 얼굴의 표정은 명상에 잠긴 듯한 엄숙하고 장중한 모습이다. 이곳에는 재미있는 전설이 전해져 오는데, 『동국여지승람』에 ‘이맹산은 동경(현재의 경주)의 비보산인데, 산정의 못에 용이 살기 때문에 많은 사람들이 장님이 되어 괴로워하였다. 그래서 그곳에 화철석(火鐵石)을 담궜더니 용이 다른 곳으로 옮겨가고 그 뒤부터는 사람들이 장님이 되지 않았다.’는 내용이다. 이 전설은 매우 허무맹랑한 이야기 같지만, 이맹산을 동경의 비보산이라고 한 점과 비록 후세에 세워졌으나, 경주 석굴암과 같은 석굴사원이 자리잡았다는 점은 경주와 어떤 관계가 있었음을 알려주는 점이라서 주목된다.",Oriental ink painting
263,승무(僧舞)는 승복을 입고 추는 춤으로 우리나라의 대표적인 민속춤 가운데 하나이다. 승무는 흔히 무복(舞服) 때문에 중춤이라고도 하지만 불교의식에서 승려가 추는 춤과는 다르다.,"승무(僧舞)는 승복을 입고 추는 춤으로 우리나라의 대표적인 민속춤 가운데 하나이다. 승무는 흔히 무복(舞服) 때문에 중춤이라고도 하지만 불교의식에서 승려가 추는 춤과는 다르다. 승무의 유래는 불교문화사적 입장에서 본 불교설과 김만중 소설 중 구운몽에서 나왔다는 설, 탈놀음 중에서 노장춤과 파계승의 번뇌에서 비롯된 춤이라는 설 중 어느 것이 확실한지 알 수 없으나, 1910년대쯤 기방에서 발전되었다고 한다. 춤의 형태는 의식성이나 종교성, 생산성, 극성, 놀이성이 전혀 담겨 있지 않은 홀춤[독무(獨舞)]으로, 춤사위가 살풀이춤과 유사함을 지니고 있어 기녀들에 의해 예술적인 춤의 형식이 갖추어졌다고 보여진다.승무는 흰(검은) 장삼에 붉은 가사를 걸치고 흰 고깔을 착용한다. 승무는 염불, 도드리, 타령, 굿거리, 자진모리 등 장단의 변화에 따라 춤을 추는데, 장삼소매를 뿌리는 동작이나 장삼자락을 휘날리게 하는 팔동작은 춤 공간의 백미를 나타낸다. 반주악기로는 피리, 대금, 해금, 장구, 북이 사용된다. 승무는 달고 어르고 맺고 푸는 리듬의 섬세한 표현과 초월의 경지를 아우르는 춤사위의 오묘함이 조화된 춤이다. 인간의 기쁨과 슬픔을 높은 차원에서 극복하고 승화시킨 춤이라 할 수 있다.",Oriental ink painting
264,"이를 통해 장곡산성은 백제 사시량현의 정치, 행정적 중심역할을 하던 곳으로 추정되며, 지형적 조건으로 보아 백제 부흥군의 거점으로 사용되었을 것으로 생각된다.","홍성군 장곡면 산성리 해발 255.5m의 산에 쌓은 성으로, 성 둘레는 약 1,352m이다. 산성리 주변은 지세가 험하고 계곡이 좁아, 군사상 요충지로 적합한 지형을 갖추고 있는 곳으로, 옛 백제 부흥군의 거점이 되는 예산 대흥임존성(사적 제90호)과는 12.6㎞, 당진 혜성과는 37㎞, 청양 정산의 두륭융성과는 23㎞, 공주와는 34.5㎞, 부여와는 27㎞의 거리를 두고 있는 곳이다. 장곡산성 주위에는 학성산성, 태봉산성, 소구니산성이 띠를 이루듯 이어져 있어, 지리적 중요성을 짐작할 수 있다. 이 산성은 동굴이 있는 것이 특징이며, 산성 안에서 건물터의 주춧돌·기와 조각·토기류가 발견되었다. 이 지역 주변에서도 ‘사시’·‘사시량’·‘사라’라 새긴 기와 조각과 문초석, 돌덧널무덤(석곽묘)에서 발견된 청동제 방울, 백제 토기류 등이 발견되었다. 이를 통해 장곡산성은 백제 사시량현의 정치, 행정적 중심역할을 하던 곳으로 추정되며, 지형적 조건으로 보아 백제 부흥군의 거점으로 사용되었을 것으로 생각된다.",Oriental ink painting
265,"우리나라에서는 고려의 지눌이 깊이 신봉하여 ‘요의경’이라고 한 뒤 크게 유행하였다. 대방광원각수다라료의경은 줄여서 ‘원각경’이라고 부르기도 하며, 우리나라 승려들의 교과과목으로 채택되어 불교 수행의 길잡이 구실을 하는 경전이다.","대방광원각수다라료의경은 줄여서 ‘원각경’이라고 부르기도 하며, 우리나라 승려들의 교과과목으로 채택되어 불교 수행의 길잡이 구실을 하는 경전이다. 우리나라에서는 고려의 지눌이 깊이 신봉하여 ‘요의경’이라고 한 뒤 크게 유행하였다.  상지금니대방광원각수다라료의경(橡紙金泥大方廣圓覺修多羅了義經)은 갈색 종이에 금색 글씨로 불경을 정성스럽게 옮겨 쓰고, 불경의 내용을 요약하여 묘사한 변상도(變相圖)를 그려 화려하고 장엄하게 꾸민 것이다. 병풍처럼 펼쳐서 볼 수 있는 형태로 되어있는데, 권 상·하를 합쳐 한 권의 책으로 엮었으며, 접었을 때의 크기는 세로 26.5㎝, 가로 11.5㎝이다.  간행기록을 보면 고려 공민왕 6년(1357)에 최적과 김청 등이 계항(戒桁)의 명복을 빌기 위해 펴낸 것이다. 책 앞부분에는 신장상과 변상도가 금색으로 그려졌고, 본문에는 지공 스님의 무생계법문(無生戒法文)과 혜능(慧能)의 법보단경(法寶壇經)이 실려 있다.  글씨를 쓴 사람을 알 수 없으며 전체적인 솜씨가 떨어지지만, 고려시대 불경의 격식을 갖추고 있는 중요한 자료로 여겨진다.",Oriental ink painting
266,"그 후 영조 15년(1739)에 제승당과 함께 ‘제승당유허비’를 세운 후 여러 차례 공사가 이루어졌고, 일제시대 때 지방 유지들에 의해 다시 세워지게 되었다. 그러나 선조 30년(1597)에 제승당을 포함한 이곳 군영이 모두 불에 타서 폐허가 되었다.","임진왜란 때 충무공 이순신(1545∼1598) 장군이 왜군을 크게 무찌른 한산대첩을 기념하기 위하여 만들어진 역사적인 장소이다. 충무공은 무과에 급제하여 전라좌도 수군절도사를 지내던 때 왜적의 침입이 있을 것에 대비하여, 여수를 중심으로 배를 만들고 군비를 늘리는 등 일본의 침략에 대처하였다. 선조 25년(1592)에 임진왜란이 터지자 옥포대첩, 거북선이 최초로 모습을 드러낸 노량해전, 당항포해전, 한산대첩 등 곳곳에서 전승을 거두었고, 정유재란 때에는 명량대첩 등에서 승리를 거두었다. 그가 죽은 후 1604년 선무공신 1등에 올랐고, 영의정에 추증되었으며, ‘충무(忠武)’라는 시호가 내려졌다. 한산대첩은 매우 불리하였던 전쟁의 상황을 완전히 바꾸어 놓은 대표적인 해전으로 육지에서의 행주성대첩·진주성대첩과 함께 임진왜란 3대첩의 하나로 꼽히는 유명한 싸움이었다. 선조 25년(1592) 이곳에 제승당(制勝堂)을 짓고, 26년(1593)부터 30년(1597)까지, 해군의 중심 진영으로 삼아 해상세력을 장악하고 나라의 어려움을 이겨나갔다. 그러나 선조 30년(1597)에 제승당을 포함한 이곳 군영이 모두 불에 타서 폐허가 되었다. 그 후 영조 15년(1739)에 제승당과 함께 ‘제승당유허비’를 세운 후 여러 차례 공사가 이루어졌고, 일제시대 때 지방 유지들에 의해 다시 세워지게 되었다. 원래 제승당은 임진왜란 중 충무공이 부하들과 함께 작전계획을 세우고 일을 보던 ‘운주당’이란 건물 자리에 영조 때 집을 짓고 ‘제승당’이라는 이름을 붙인 것이다. 경내에는 제승당을 비롯하여 충무공의 영정을 모신 ‘충무사’와 ‘한산정’, ‘수루’ 등이 있으며, 산봉우리에는 한산대첩비와 함께 거북등대가 있다.※(한산도이충무공유적 → 통영 한산도 이충무공 유적)으로 명칭변경 되었습니다.(2011.07.28 고시)",Oriental ink painting
267,"이 불상은 범어사 미륵전의 귀중한 일화를 간직한 채 봉안되어 있으며, 현재 범어사에 봉안된 목조불상 중 규모가 가장 클 뿐만 아니라 조성 시기도 이른 편에 속하는 불상으로, 조선 후기 불상 연구에 자료적 가치가 있는 문화재이다.","범어사 미륵전에 단독불로 봉안되어 있는 이 불상은 향우측에 마련된 불단 후면의 3단으로 구성된 대좌 위에 결가부좌하여 향좌측을 바라보고 있다. 불상 전면에는 도금이 두텁게 입혀져 있으며, 결손이 거의 없어 보존 상태가 양호하다.특히 이 대좌의 하대석은 통일신라 후기～고려 초기에 조성된 것으로 추정되는 석조대좌로 주목된다.미륵전 목조여래좌상은 높이가 169㎝에 이르는 거구의 불상으로, 자세는 등을 곧추 세우고 고개를 약간 앞으로 숙이고 있으나 짧은 목으로 인해 다소 움츠려든 듯한 느낌을 주고 있다. 별도로 만들어진 양손은 아미타구품인(阿彌陀九品印)을 하고 있다. 이 불상은 갸름해진 네모꼴의 안면에 침잠한 상호, 불룩하게 많이 드러나 있는 복부, 오른쪽 어깨에 살짝 걸친 법의, 가슴 쪽 군의(裙衣)의 사선 주름, 간략한 후면 처리 등에서 17세기 목조불상의 조각 양식과 맥을 같이 하고 있다.「범어사현판기문(梵魚寺懸板記文)」 중 1714년 문인 봉상(門人 鳳祥) 스님이 쓴 「미륵조상중수기(彌勒雕像重修記)」에 의하면 이 불상 조성의 상한은 임진왜란 이전 또는 1602년이나 1638년으로 추정되며, 하한은 1714년을 넘지 않는 것으로 보인다. 더구나 얼굴 형태나 착의법, 의습 처리 등에서 조선 후기 불상의 양식적 특징이 보이고 있어 이 불상이 제작된 시기는 17세기 혹은 18세기 초로 추정된다.이 불상은 범어사 미륵전의 귀중한 일화를 간직한 채 봉안되어 있으며, 현재 범어사에 봉안된 목조불상 중 규모가 가장 클 뿐만 아니라 조성 시기도 이른 편에 속하는 불상으로, 조선 후기 불상 연구에 자료적 가치가 있는 문화재이다.",Oriental ink painting
268,"조선시대 무신인 오자치를 그린 것으로 추정되는 초상화로 가로 105㎝, 세로 160㎝이다. 오자치에 관해서는 알려진 것이 거의 없으나, 세조 13년(1467) 이시애의 난을 물리친 공을 인정받아 일등공신에 올랐다고 한다.","조선시대 무신인 오자치를 그린 것으로 추정되는 초상화로 가로 105㎝, 세로 160㎝이다. 오자치에 관해서는 알려진 것이 거의 없으나, 세조 13년(1467) 이시애의 난을 물리친 공을 인정받아 일등공신에 올랐다고 한다.  이 초상화는 오른쪽을 바라보고 의자에 앉아있는 모습이다. 머리에는 검은색의 사모를 쓰고 짙푸른색의 관복을 입었으며 두 손은 옷 속으로 마주 잡고 있다. 가슴에는 호랑이무늬를 수놓은 흉배가 있어 이 그림을 그릴 당시 그의 직위가 무관1품이었음을 짐작할 수 있다. 얼굴은 살색을 칠한 후 갈색으로 윤곽을 그렸고 입술은 살빛보다 약간 짙은 황토색을 사용하여 차분한 느낌을 준다. 옷의 외곽선을 각이 지게 표현했고 옷자락의 옆트임 안쪽으로 보이는 안감도 풀을 먹인 것처럼 세차게 표현되었다. 이 그림은 그린 대상만 다를 뿐 장말손의 초상화나 손소의 초상화와 같은 형식과 형태를 보여주고 있어 성종 7년(1476) 모든 공신의 영정을 그리도록 했을 때 함께 그려진 것으로 보인다. 조선 초 몇점 남지않은 귀중한 작품으로 공신그림의 전형적인 모습을 보여주고 있다.",Oriental ink painting
269,"외표지에는 약칭으로 『법화경』이 묵서로 적혀 있으며, 내표지는『묘법연화경』의 원책명이 있다. 상권 권두에는 위태천을 비롯한 불·보살의 변상도가 있는데, 천민(天敏)이 그림을 그리고 대성(大誠)이 간행하였음을 알 수 있다.","외표지에는 약칭으로 『법화경』이 묵서로 적혀 있으며, 내표지는『묘법연화경』의 원책명이 있다. 상권 권두에는 위태천을 비롯한 불·보살의 변상도가 있는데, 천민(天敏)이 그림을 그리고 대성(大誠)이 간행하였음을 알 수 있다. 판본 형식은 광곽(匡郭)은 단선으로 각 행은 계선이 없다. 반곽(半郭)은 가로 13.5㎝, 세로 20.2㎝로 10행 20자씩 배자되었다. 좁은 판심은 판심제와 권·장차만이 있고 어미는 생략되었으며, 난외(欄外)에 주석과 더불어 약체구결이 적혀 있다. 권1 서문의 정강 정미(靖康丁未)라는 연호를 통해 1127년(고려, 인종 5)에 개판되었음을 알 수 있으며, 권말 간기를 통해 1618년(광해군 10)에 전주부(全州府) 대둔산(大芚山) 자비암(慈悲庵)에서 다시 복각한 것임을 알 수 있다.『묘법연화경』은 현존하는 판본만도 160여 종에 이르는데 조선 후기 경상도 지역에서 간행된 판본으로는 고성 운흥사본(雲興寺本, 1623년), 재악산(載嶽山) 영정사본(靈井寺本, 1636년), 신어산(神魚山) 감로사본(甘露寺本, 1646년) 등이 알려져 있다.",Oriental ink painting
270,"임진왜란(1592) 때 권율 장군의 행주대첩으로 널리 알려진 곳으로 흙을 이용하여 쌓은 토축산성이다. 이 산성은 한강 유역에 있는 다른 산성들과 함께 삼국시대 이후 중요한 방어요새의 역할을 한 곳으로, 1603년에 세운 ‘행주대첩비’가 있으며, 권율 장군을 모시는 충장사가 있다.","임진왜란(1592) 때 권율 장군의 행주대첩으로 널리 알려진 곳으로 흙을 이용하여 쌓은 토축산성이다. 성을 쌓은 연대는 정확히 알 수 없으나 삼국시대부터 있었던 것으로 보이며, 험한 절벽을 이용하면서 펼쳐지는 넓은 평야를 포함하고 있는 것은 삼국시대 전기의 산성 형식과 같다. 성은 동서로 약간 긴 형태로 1㎞ 가량의 테뫼식 산성이다. 산꼭대기를 둘러싼 작은 규모의 내성과 골짜기를 에워싼 외성의 2중구조를 하고 있다. 남쪽으로는 한강이 흐르고 동남쪽으로는 창릉천이 산성을 에워싸고 돌아, 자연적으로 성을 방어하는 구실을 하고 있다. 이 지역은 삼국시대 초기에 백제의 땅이었으며, 서해안과 연결된 수로의 거점지역으로 남북 교통의 요충지대이다. 성 안에서는 삼국시대의 토기조각을 비롯하여 통일신라시대의 유물이 많이 나오고, 물고기뼈무늬를 새긴 기와조각도 발견되고 있어서 고려시대까지도 사용해 왔던 것으로 보인다. 한편 행주대첩은 임진왜란 3대 대첩 중 하나로, 선조 26년(1593)에 왜병과의 전투에서 성 안의 부녀자들이 치마에 돌을 날라 병사들에게 공급해 줌으로써 큰 승리를 거두었다. 당시 부녀자들의 공을 기리는 뜻에서 행주라는 지명을 따서 ‘행주치마’라고 하였다고도 한다. 이 산성은 한강 유역에 있는 다른 산성들과 함께 삼국시대 이후 중요한 방어요새의 역할을 한 곳으로, 1603년에 세운 ‘행주대첩비’가 있으며, 권율 장군을 모시는 충장사가 있다. ※(행주산성 → 고양 행주산성)으로 명칭변경 되었습니다. (2011.07.28 고시)",Oriental ink painting
271,글의 내용은 서산대사의 충절을 기리는 내용이다. 서산대사화상당명은 정조 18년(1794)에 해남 대흥사에 서산대사의 영정이 모셔지는 것을 계기로 정조가 친히 지은 '서산대사화상당명'과 그 서문을 써서 대흥사에 내려보낸 것으로 전해진다.,"해남 대흥사에 있는 서산대사의 유물로, 임진왜란때 승군(僧軍)으로 나선 서산대사를 승군 대장 도총섭(都總攝)으로 임명한 교지와 정조가 서산대사의 충절을 기리는 내용을 친히 적은 서산대사화상당명 총 2점이다. 서산대사 휴정(休靜, 1520∼1604)은 선조 25년(1592) 임진왜란이 일어나자 왕의 특명을 받아 팔도도총섭이 되어 73세의 노령으로 전국에 격문을 돌려 승군 1,500명을 모아 활약하는 등 전쟁에 공을 세웠다. 교지는 임진왜란 초 발급되었다가 화재로 소실된 서산대사의 도총섭 교지를 만력 30년, 즉 선조 35년(1602)에 재발급한 것이다. 서산대사화상당명은 정조 18년(1794)에 해남 대흥사에 서산대사의 영정이 모셔지는 것을 계기로 정조가 친히 지은 '서산대사화상당명'과 그 서문을 써서 대흥사에 내려보낸 것으로 전해진다. 꽃, 구름무늬 채화가 그려진 담황색 비단에 내용이 적혀있고, 끝부분에는 정조의 친필임을 상징하는 '홍재(弘齋)'라는 도장이 찍혀있다. 글의 내용은 서산대사의 충절을 기리는 내용이다.",Oriental ink painting
272,"조선시대 아산군 관아 입구에 세웠던 문루건물로, 사방을 트고 마루를 한층 높게 지은 다락형식의 집이다. 앞면 가운데에는 백성의 뜻을 취한다는 뜻의 ‘여민루(慮民樓)’라는 현판이 걸려 있다.","조선시대 아산군 관아 입구에 세웠던 문루건물로, 사방을 트고 마루를 한층 높게 지은 다락형식의 집이다. 조선 태종 11년(1411) 현감 최안정이 낡은 객사를 고쳤다고 하는데, 태종 13년 백성들의 도움을 얻어 객사 동편에 지었다고 한다. 앞면 3칸·옆면 2칸 규모로, 지붕은 옆에서 볼 때 여덟 팔(八)자 모양인 팔작지붕이다. 지붕 처마를 받치기 위해 장식하여 만든 공포는 새날개 모양인 익공양식이다. 기둥 사이에는 꽃받침 모양의 건축 재료를 가운데 칸에 3개, 나머지 칸에는 2개씩 만들어 처마를 받치면서 건물의 무게 균형을 맞추고 있다.  1층 3칸에 각각 문을 달아 사람이 드나들 수 있도록 하였는데, 양쪽 문 윗부분에 화살 모양의 나무(홍살)를 나란히 세워 놓았다. 2층은 천장 재료가 훤히 보이는 연등천장으로 꾸몄고, 좌우는 천장 속을 가리기 위해 우물 정(井)자 모양의 작은 우물천장을 설치하였다. 앞면 가운데에는 백성의 뜻을 취한다는 뜻의 ‘여민루(慮民樓)’라는 현판이 걸려 있다.",Oriental ink painting
273,"범어사 대웅전 목조석가여래삼존좌상은 불상기문을 통하여 정확한 존상명칭은 물론, 조성시기와 조각가 그룹을 알 수 있는 불상으로서는 매우 완성도 높은 우수한 작품이다. 이 삼존좌상은 범어사 대웅전의 주불로서 개금시(改金時) 복장에서 발견된 불상기문(佛像記文)과 불상기인발원축(佛像記因發願祝)을 통하여 석가불과 미륵보살, 제화갈라보살의 수기삼존불로 조성되었음을 알 수 있다.","이 삼존좌상은 범어사 대웅전의 주불로서 개금시(改金時) 복장에서 발견된 불상기문(佛像記文)과 불상기인발원축(佛像記因發願祝)을 통하여 석가불과 미륵보살, 제화갈라보살의 수기삼존불로 조성되었음을 알 수 있다. 아울러 순치 18년(조선 현종 2년, 1661년)이라는 정확한 조성연대와 수두(首頭) 희장(熙莊)을 비롯한 보해(寶海), 경신(敬信), 쌍묵(雙黙), 뇌영(雷影), 신학(信學), 청언(淸彦) 등이 조각한 것임을 확인할 수 있다.  수조각승 희장은 1639년 하동 쌍계사 대웅전 목조삼세불좌상 및 사보살입상(보물 제1378호)을 조각한 청헌(淸憲)과 같이 활약하였고, 1646년에는 천은사 수도암 목조아미타삼존불을 조각한 승일(勝一)과도 함께 작업을 하였다. 1950년대는 선종대선사(禪宗大禪師)라는 칭호를 받으며 청도 대운암 불상(1654년)을 제작하였다. 이외에도 전라도와 경상도 지역에서 그의 작품이 확인되는데, 범어사 대웅전 불상은 그가 완숙기에 조성한 작품으로 추정된다. 현전하는 자료를 통해 그는 전라도와 경상도 일대에서 크게 활약한 17세기 중·후반기의 대표적인 조각승이었음을 알 수 있다. 이 삼존불은 비례가 적당하여 당당하고 균형 잡힌 형태를 보이며, 상호(相好)는 풍만한 양감 속에 부드러운 미소가 어우러져 자비롭고 단정 우아한 모습을 잘 보여준다. 법의 주름은 직선의 선묘로 간략히 처리하여 여백을 많이 남겼지만, 전체적으로 힘이 있으면서도 잘 정돈되어 있다. 무릎 아래에는 넓은 띠 모양의 주름이 좌우대칭으로 펼쳐져 부채꼴 모양을 이루고 있다. 이러한 양식적 특징은 희장 유파의 조각적 특징으로 자리 잡고 있다. 범어사 대웅전 목조석가여래삼존좌상은 불상기문을 통하여 정확한 존상명칭은 물론, 조성시기와 조각가 그룹을 알 수 있는 불상으로서는 매우 완성도 높은 우수한 작품이다.",Oriental ink painting
274,"송양휘산법은 곱셈의 기본 규칙, 곱셈·나눗셈 계산법, 능지 측량법, 고차방정식, 종횡도(縱橫圖) 등의 내용을 담은 책으로 동양수학사에 중요한 의미를 지닌 저작이다. 현재까지 알려진 것 중에 그 당시 간기가 남아서 확인된 책이 국외에 3군데 소장처에서 확인되며, 국내에서는 보물 1755호로 지정된 개인소장본 1건, 고려대 도서관에 소장된 1건이 있는 것으로 파악된다. 해당 문화재는 1433년 경주 간행된 책판을 바탕으로 조선전기에 인쇄한 것으로 추정되는 목판본이며, 전래가 희귀한 귀중본이다.","송양휘산법은 곱셈의 기본 규칙, 곱셈·나눗셈 계산법, 능지 측량법, 고차방정식, 종횡도(縱橫圖) 등의 내용을 담은 책으로 동양수학사에 중요한 의미를 지닌 저작이다. 중국의 경우 이 책이 편찬된 후에 바로 목판으로 간행되었지만 현전본이 없고 중국 명대 홍무 11년(1378)에 또 간행되었는데 아직까지 알려져 있지 않다. 우리나라에서 송양휘산법이 처음 간행된 시기는 세종 15년(1433)으로 『세종실록』에 기록이 전해지고 있으며 이는 이 책의 마지막 부분에 남아있는 간기와 일치하고 있다. 조사대상본은 목록 끝에‘洪武戊午冬至 勤德書堂新刊’이라는 중국 명대 간기가 그대로 남아 있어 홍무11년(1378)에 항주지역에 있던 민간인쇄소인 근덕서당에서 간행한 이후에 조선에 유입되어 1433년 경주에서 번각한 판본이다. 인쇄상태로 보아 처음 판각 후 제법 많은 시간이 경과한 후에 인쇄한 책이다. 중국본을 번각한 판본으로 현재까지 알려진 양휘산법 중 간행시기를 확인할 수 있는 판본이라는 점에서 서적교류사, 서지학, 수학사적 의의가 있으며, 현재 중국에서도 거의 전해지지 않고 있어 희소성이 크다. 현재까지 알려진 것 중에 그 당시 간기가 남아서 확인된 책이 국외에 3군데 소장처에서 확인되며, 국내에서는 보물 1755호로 지정된 개인소장본 1건, 고려대 도서관에 소장된 1건이 있는 것으로 파악된다. 보물 1755호와 고려대본은 경주간행 간기 부분이 결락되었지만 조사대상본은 간기를 확인할 수 있다.  해당 문화재는 1433년 경주 간행된 책판을 바탕으로 조선전기에 인쇄한 것으로 추정되는 목판본이며, 전래가 희귀한 귀중본이다. 표지가 결락되어 후대에 개장하였다. 본문도 6장이 결락되고, 목판의 인쇄상태가 좋지 않아 글자를 또렷하게 만들기 위하여 일일이 한 글자씩 덧칠한 것이 아쉬운 부분이다. 하지만 책의 마지막 부분에 간기가 남아있고 간행사항이 실록의 기록과 일치하는 등 연구가 치가 있으며, 판본이 매우 드물게 남아있으므로 시유형문화재로 지정하여 보존 할만한 가치가 충분히 있을 것으로 여겨진다.",Oriental ink painting
275,이러한 점들이 이 지층을 국내 여타 지역의 선캄브리아기 지층과 구별짓는 중요한 특징이다. 하지만 군산 옥도면 말도의 선캄브리아기 지층은 심한 변성과 변형작용에도 불구하고 물결자국 화석과 경사진 층지 등의 퇴적구조를 아직까지도 잘 간직하고 있다.,"선캄브리아기는 고생대 이전의 매우 오래된 지질시대로서, 이 시대의 암석은 대부분 심한 변성작용을 받아 원래의 암석 구조가 남아있는 경우가 드문편이다. 하지만 군산 옥도면 말도의 선캄브리아기 지층은 심한 변성과 변형작용에도 불구하고 물결자국 화석과 경사진 층지 등의 퇴적구조를 아직까지도 잘 간직하고 있다. 이러한 구조의 연구를 통해 우리나라의 선캄브리아기 퇴적환경을 해석할 수 있다는 점에서 이 지층은 중요한 학술적 가치를 지니고 있다.또한 이 지층은 나중의 지각변형에 의해 만들어진 여러 구조들을 잘 보여주고 있는데, 이러한 구조들 중 습곡은 나타나는 형태와 종류가 다양할 뿐만 아니라 습곡이 만들어질 때 부수적으로 생기는 다양한 구조들이 함께 나타나는 것이 특이하다. 그 중에는 국내에서 보기 힘든 희귀한 구조들(층상단층의 듀플렉스 구조, 여러 단계에 걸쳐 만들어진 중첩된 습곡 등)도 포함되어 있으며 보존상태도 매우 양호하다. 이러한 점들이 이 지층을 국내 여타 지역의 선캄브리아기 지층과 구별짓는 중요한 특징이다.",Oriental ink painting
276,"순천향교는 1407년에 건립한 것으로 알려져 있으나, 현재 대성전은 건물의 도리하부에 쓰인 상량문이 1649년의 것임. 대성전은 개방된 전퇴를 둔 정면 5칸, 측면 3칸의 건물로서 다른 향교의 대성전 건물과 비교할 때, 규모․구조․양식 및 의장적인 측면에서 웅장하고 우수함.","「순천향교」는 고려 성종 대에 학교가 설치되었는데, 호남지역에서는 순천, 나주, 전주 3곳뿐으로, 이러한 중요성과 위상 때문에 1407년 순천도호부의 향교로 설치되어, 여수․광양․돌산 등 인근 군현들의 향교를 관할하게 됨. 순천향교는 1407년에 건립한 것으로 알려져 있으나, 현재 대성전은 건물의 도리하부에 쓰인 상량문이 1649년의 것임. 그 후 1780년에 이건할 때 이 건물의 주요 부재를 그대로 옮겨 간 것이며, 다시 1801년 이건할 때도 부재들을 대부분 사용하여 같은 규모로 건립한 것으로 보아 본 건물의 건축연대는 1649년으로 볼 수 있음. 대성전은 개방된 전퇴를 둔 정면 5칸, 측면 3칸의 건물로서 다른 향교의 대성전 건물과 비교할 때, 규모․구조․양식 및 의장적인 측면에서 웅장하고 우수함. 공포(栱包)는 전후면이 똑같이 교두형(翹頭形) 첨차(檐遮)들로 짜인 외2출목의 주심포계 건축으로 분류되는데, 이러한 공포구성은 건축물의 연대를 1700년대 또는 그 이상으로 올려 볼 수 있는 부분임. 순천향교 대성전은 건축연혁이 분명한 17세기 중엽의 유교건축으로, 나주향교 대성전과 함께 호남을 대표하는 목조건축이라 할 수 있음. 외2출목 3익공의 특징적인 공포형식, 간결하고 소박한 가구 수법 등에 시대성 및 조선후기 유교건축의 특징이 잘 나타나 있어 학술적․역사적인 측면에서 국가지정문화재(보물)로 지정할 가치가 충분함.",Oriental ink painting
