Passage,Summary,Style
" 스위스는 1990년대 세계화 시대의 지식기반 사회에 적응하기 위해 1999년 ‘볼로냐 개혁’으로 불리는 획기적인 교육개혁을 단행했다. 우선, 칸톤마다 제각기 시행하던 학사일정, 학위 등 교육제도를 통일했다. 10개의 대학은 학사학위도 다양하고 석·박사 과정도 제각각이었다. 이것을 국제적 관행에 따른 학사, 석사, 박사 과정과 학위로 통일했다. 다양성이 존중되고 준주권적 위치에서 교육권을 시행하던 26개 칸톤이 학제를 통일하는 것은 쉽지 않은 일이었다. ‘필요하면 한다. 그리고 공통의 이익이 되면 합의한다’는 스위스 정신이 작용한 결과이다.
 스위스는 여기에 그치지 않고 대학의 국제적 경쟁력을 강화하기 위해 유럽 전체에 적용할 수 있는 공통된 학점제를 도입하고 객관적인 평가기준을 마련했다. ECTS(European Credite Transfer System) 시스템이다. 그리고 석사과정 이상은 영어로 강의하도록 통일하여 언어의 장벽도 개선했다. 이러한 교육개혁으로 미국으로 향하던 스위스와 유럽의 글로벌 인재들이 다시 스위스의 대학으로 발길을 돌리고 있다고 한다. 현재 석사과정 이상은 외국인이 절반을 넘는다고 한다.
 스위스 교육의 글로벌화와 국제 경쟁력이 강화되면서 스위스의 전문대학 중 관광호텔학교가 주목을 받고 있다. 스위스에서뿐만 아니라 세계적으로도 그 규모가 커지고 있는 MICE(Meeting, Incentives, Convention, Exhibition) 산업이 각광을 받고 있기 때문이다. 사립단체인 스위스호텔학교협회에 소속된 호텔학교만 15개 있다. 2~3년 기간의 전문대학인데 스위스의 국가 이미지와 교육 경쟁력 덕분으로 이들 학교는 엄청난 학비에도 불구하고 외국인 학생 수가 증가하고 있다. 이들은 학업기간 중 수습과정을 거쳐야 하기 때문에 스위스의 인력난을 해소하는 데도 한몫을 하고 있다.
",스위스는 1990년대 세계화 시대의 지식기반 사회에 적응하기 위해 1999년 ‘볼로냐 개혁’으로 불리는 획기적인 교육개혁을 단행했다. 스위스는 여기에 그치지 않고 대학의 국제적 경쟁력을 강화하기 위해 유럽 전체에 적용할 수 있는 공통된 학점제를 도입하고 객관적인 평가기준을 마련했다. ECTS(European Credite Transfer System) 시스템이다.,Sketch
" 그럼 이제 〈오징어 게임〉이란 대체 어떤 드라마인지 알아보자. 이미 시청한 이들도 적지 않겠지만 말이다. 일단 〈오징어 게임〉은 미국 소재 다국적 기업 넷플릭스에서 한국 제작사 (주)싸이런픽쳐스에 한화 253억원을 투자해 만들어낸 9부작 드라마다. (주)싸이런픽쳐스는 유명 소설가 김훈의 딸로 알려진 영화 제작자 김지연이 대표를 맡고 있는 제작사다. 2017년 김훈의 소설 〈남한산성〉을 영상화한 동명(同名) 영화를 제작해 국내 385만 관객을 동원한 성공 사례를 갖고 있다. 그리고 〈오징어 게임〉의 연출과 각본을 맡은 이도 〈남한산성〉의 황동혁 감독이다.
 설정은 단순하다. 알 수 없는 집단이 절박(切迫)한 사정의 사람들을 사회에서 하나둘 모은다. 그 수가 456명에 달한다. 회사에서 정리해고 당하고 도박중독에 빠진 이혼남, 투자에 실패해 큰 빚을 지게 된 엘리트 금융인, 탈북자로서 자본주의 사회 적응에 실패해 소매치기로 살아가는 여성, 뇌종양에 걸린 시한부 노인, 임금을 지불하지 않는 사장과 다투다 사고를 일으키고 도망자가 된 파키스탄 출신 외국인 노동자 등등. 정체불명의 집단은 이들에게 신체포기각서를 쓰게 한 뒤 어릴 적 하던 놀이인 무궁화꽃이 피었습니다, 줄다리기, 구슬치기, 오징어 등을 시키며 탈락자들을 그 자리에서 사살(射殺)한다. 대신 마지막 남은 우승자 한 명에게 참가자 한 사람당 1억원씩을 더한 456억원을 상금으로 주겠다는 약속이다.
","일단 〈오징어 게임〉은 미국 소재 다국적 기업 넷플릭스에서 한국 제작사 (주)싸이런픽쳐스에 한화 253억원을 투자해 만들어낸 9부작 드라마다. 정체불명의 집단은 이들에게 신체포기각서를 쓰게 한 뒤 어릴 적 하던 놀이인 무궁화꽃이 피었습니다, 줄다리기, 구슬치기, 오징어 등을 시키며 탈락자들을 그 자리에서 사살(射殺)한다. 대신 마지막 남은 우승자 한 명에게 참가자 한 사람당 1억원씩을 더한 456억원을 상금으로 주겠다는 약속이다.",Sketch
" 모리스 형제는 기자에게 자신들의 오른팔목에 새긴 ‘셜리(Shirley)’라는 글자의 문신을 보여주며 “작년 여름에 돌아가신 할머니의 이름”이라고 말했다. 동생 마커스에 의하면 이들이 고등학교에 재학 중이던 2005년에 살던 집이 화재로 전소됐다고 한다. 화재로 모든 것을 잃고 갈 곳이 없던 이들에게 경제적인 지원은 물론 농구연습장까지 매일 차로 데려다 주며 배려해 준 이가 할머니였다고.
 마커스는 “할머니는 우리뿐만 아니라 타인에게도 항상 인정 많고 상냥한 분이었다. 그런 할머니의 사랑을 영원히 기억하기 위해 그녀의 이름을 팔목에 새겼다”며 “경기 전에 항상 팔목에 키스를 한 뒤 코트에 나선다”고 말했다. 형 마키프는 “당시에 우리가 살던 필라델피아 지역은 범죄가 빈번하게 발생하는 곳이었다. 만약 할머니의 도움이 없어 중간에 농구를 그만두었다면 현재 우리의 명성과 영광은 없을 것”이라고 말했다.
 모리스 형제가 할머니의 사랑을 기억하듯 캔자스 주립대가 위치한 로렌스(Lawrence) 지역주민들 또한 모리스 형제에 대한 자부심이 대단하다. 로렌스는 인구 약 9만명이 거주하는 작은 도시이다. 하지만 로렌스는 모리스 형제의 활약으로 이들의 대학시절부터 언론의 주목을 받았고, 모리스 형제가 NBA에 진출한 뒤에는 더 자주 사람들의 입에 오르내리게 됐다. 형 마키프는 “대학에 입학하며 처음으로 고향 필라델피아를 떠나게 돼 적잖은 두려움이 있었다. 하지만 로렌스 지역주민들이 너무 친절하고 좋아서 쉽게 그곳에 적응할 수 있었다”고 말했다. 동생 마커스의 생각도 다르지 않았다. 그는 “우리와 함께 로렌스로 이주한 어머니의 보살핌 덕도 있었지만 캠퍼스 내의 직원들과 학생들 모두 친절했고 지역주민들 또한 우리 형제에게 잘 대해줬다”고 말했다.
",모리스 형제는 기자에게 자신들의 오른팔목에 새긴 ‘셜리(Shirley)’라는 글자의 문신을 보여주며 “작년 여름에 돌아가신 할머니의 이름”이라고 말했다. 그런 할머니의 사랑을 영원히 기억하기 위해 그녀의 이름을 팔목에 새겼다”며 “경기 전에 항상 팔목에 키스를 한 뒤 코트에 나선다”고 말했다.,Sketch
" 1962년 8월 22일 파리 변두리에 있던 OAS 일당은 프랑스 제5공화국의 대통령 샤를 장군은 마땅히 죽어야 한다는 결론을 내렸다. 그들이 이런 결의를 다지는 사이 드골 대통령이 탄 차는 프티 클라마르 거리에 나타났다. 암살단은 시속 110km로 달리는 대통령 전용차 시트로엥에 12발의 총탄을 명중시켜 그중 두 발이 타이어를 터트렸다. 그날 오후 8시17분의 사건이었다.
 암살단이 쏜 몇 발은 차체를 관통했고 어떤 탄환은 뒷유리를 뚫었는데, 파편이 드골 대통령의 코앞 몇cm 앞에서 흩어졌다. “모두 엎드리십시오”라는 경호원의 말에 드골 부인은 남편의 무릎에 얼굴을 묻었지만 드골 대통령은 “또 시작했군”이라는 무심한 말을 하며 깨진 뒷유리를 통해 밖을 돌아보았다. 아브뉴 뒤 부아에서는 암살단 2진이 드골의 너덜너덜해진 승용차를 기다리고 있었다.
 저격수는 대통령 전용차와 나란히 질주하며 오만해 보이는 드골의 얼굴이 드러난 시트로엥의 뒤쪽을 향해 기관단총의 탄창이 빌 때까지 총격을 가했다. 이때 드골 대통령이 물었다. “왜 반격하지 않나?” 구사일생으로 사지(死地)를 벗어난 뒤 드골은 시골 별장까지 자신을 데려다준 헬리콥터 조종사들에게 이렇게 말했다고 한다. “그 녀석들, 총도 제대로 쏠 줄 모르더군.”
 국가 원수(元首) 암살이 실패로 돌아간 후 프랑스 비밀 정보기관 ‘국외정보관리 방첩부’, 약칭 SDECE가 대대적인 인간사냥에 돌입했다. 총 7개 부로 구성된 SDECE에서도 5부는 ‘행동부’로 불린다. 이 사나이들은 거의가 코르시카 출신으로, 소설 따위에서 흔히 말하는 ‘불사신(不死身)’에 가장 가까운 인상을 풍기는 거친 사나이들이다. 포사이스는 그들의 단련 과정을 이렇게 설명한다.
",1962년 8월 22일 파리 변두리에 있던 OAS 일당은 프랑스 제5공화국의 대통령 샤를 장군은 마땅히 죽어야 한다는 결론을 내렸다. 암살단은 시속 110km로 달리는 대통령 전용차 시트로엥에 12발의 총탄을 명중시켜 그중 두 발이 타이어를 터트렸다.,Sketch
" ― 구체적으로 바이든은 어떤 정책을 동원해 중국과의 경쟁에 들어갈 것이라 보는가.
 “미국 내 중산층(中産層)을 통한 대중국 경쟁에 나설 것이라고 본다. 정부나 군인만이 아닌, 중산층 시민들에 의한 국가안전보장인 셈이다.
 구체적으로는 무역이나 통상을 제약하는 새로운 입법이나 행정명령이 계속해서 나타날 것이다. 중국과의 경쟁에서 이기기 위해서는, 저가(低價) 수출품 위주의 중국식 자유무역을 배격해야만 한다는 것이 바이든의 생각이다. 미국 중산층도 그 같은 상황을 이해하고 무역에 관한 제약을 이해해달라는 것이 바이든의 생각이다. ‘중국=미국 중산층 모두의 위협’이란 점을 구체화하는 과정에서 무역에 관한 자유가 제약될 수 있다는 의미다. 결과적으로 미국 기업이나 소비자에 대한 정부의 보조금 지급도 일상화될 것이고, 백신에서 보듯 미국민을 우선시하는 식의 보호주의 정책들이 터져 나올 것이다.”
 언제부턴가 일본 신문·방송에 하루도 안 빠지는 기록 경신 뉴스가 하나 있다. 필자가 글을 쓰는 시점(6월 10일)을 기준으로 ‘112’란 신기록이 추가됐다. 중국 해경(海警) 선박의 센카쿠(尖閣)열도 주변 불법체류 기록이다. 112일 연속 센카쿠 바다에 불법 침입했다는 말이다.
 중국 해경은 군사조직에 준하는 기관이다. 무기 보유나 체계가 중국군과 똑같다. 여차하면 중국 해경 배에서 센카쿠에 상륙한 뒤, 중국 오성홍기를 꽂을 수도 있다. 갖가지 대항 시나리오가 거의 매일 공표되고 있다. 일본은 일본 혼자만이 아니라 미국·유럽을 끌어들인 글로벌 차원의 대응에 주력하고 있다. 6월 4일, 타이완에 대한 124만인분 백신 지원은 그 같은 험악한 상황 속에서 나온 빅 뉴스다. 주목할 부분은 그날이 6월 4일이란 점이다. 천안문 사태 32주년 기념일이다.
","중국과의 경쟁에서 이기기 위해서는, 저가(低價) 수출품 위주의 중국식 자유무역을 배격해야만 한다는 것이 바이든의 생각이다. 미국 중산층도 그 같은 상황을 이해하고 무역에 관한 제약을 이해해달라는 것이 바이든의 생각이다.",Sketch
" 기자는 말레이시아 팜농장 정책을 총괄하는 다토 샤히르(Dato Shahrir·61) 말레이시아 팜오일위원회(MPOB·Malaysian Palm Oil Board) 총재를 만났다. MPOB는 말레이시아의 정부 산하 기관으로, 말레이시아 정부에서 차지하는 비중이 크다. 총재는 통상 정부 각료를 지낸 인사들이 맡는다. 다토 샤히르총재도 말레이시아 상공부장관(Minister of Domestic Trade and Consumer Affairs)을 지낸 인물이다. 다토 샤히르총재는 보름 전 팜유의 수출촉진을 위해 MPOB 직원들을 서울에 파견하기도 했다고 한다.
 ―말레이시아와 인도네시아가 세계 팜유시장을 양분하고 있다. 그러나 NGO단체들은 팜농장 건설이 열대우림 지역의 심각한 삼림 벌채, 원주민들과의 갈등, 노동력 착취, 그리고 위기에 처한 야생동물의 멸종을 불러온다고 반발하고 있는데?
 “(웃으며) 오랑우탄 이야기를 하려고 하는 거죠? 말레이시아는 국토의 50%만 개발하고 나머지 50%는 그린벨트로 지정해 개발을 금지하고 있어요. 팜농장을 개간하는 경우, 깊은 계곡이나 험한 지형은 개발할 수 없기 때문에 오랑우탄 등 야생동물이 서식할 수 있습니다. 현재 1만8000마리의 오랑우탄이 보르네오섬 지역에서 살고 있는 것으로 조사되고 있습니다.”
 그는 “현재 84만ha 정도의 연방토지개혁청 소유 팜농장이 전국에 산재해 있다”면서 “이러한 프로젝트는 가난을 부(富)로 이끈 좋은 성공 사례로 전세계로부터 주목을 받고 있다”고 했다.
","MPOB는 말레이시아의 정부 산하 기관으로, 말레이시아 정부에서 차지하는 비중이 크다. 총재는 통상 정부 각료를 지낸 인사들이 맡는다.",Sketch
" 한 편의 대하(大河)드라마와도 같은 로드리게즈의 인생 역정은 일본이 끝이 아니었다. 일본을 떠난 이후에도 그의 파란만장한 삶은 무대를 바꿔 계속된다. 새로운 무대는 중국이었다. 당시 예수회는 중국 선교에 전력을 경주하고 있었다.
 1579년 마테오 리치(Matteo Ricci) 신부는 중국 땅에 발을 디딘 이후 특유의 적응주의를 통해 착실하게 교세를 확장하고 있었다. 마테오 리치는 중국 의복을 입고 중국인의 전통과 습관에 따라 생활하며 중국인들이 이방인의 기묘한 사상에 위화감을 느끼지 않도록 세심히 배려하였다. 문화적 자존심이 높은 중국 지식인들에게 그러한 접근법은 매우 효과적이었다. 그는 해박한 과학기술 지식을 바탕으로 만력제(萬曆帝)의 신임을 얻어 명(明) 조정에서 활약하기도 하는 등 기독교가 중국 사회에 수용되는 데 큰 기여를 하다가 1610년 베이징에서 생을 마감한다.
 마카오에 둥지를 튼 로드리게즈는 중국 선교를 위한 일종의 지역 연구 임무를 부여받고 1613년 중국으로 향한다. 남부 해안지역을 거쳐 내륙에 이르는 광대한 중국 땅을 답사한 로드리게즈는 그때까지 중국에서 사용되던 카테키즘(Catechism·기독교 교리서)에 천주(天主)·상제(上帝)·천신(天神) 등의 명칭이 사용되고 있는 것을 발견하고, 용어의 적절성 문제를 제기한다.
 일본 예수회의 카테키즘은 라틴어 ‘데우스’(Deus)를 그대로 사용하고 있었다. 로드리게즈는 천주·상제 등의 용어가 유교나 도교 사상에서 비롯된 것임을 들어 번역어가 아닌 원어(原語)로 수정되어야 한다고 주장하였다. 가장 존경받는 선현인 마테오 리치의 손길이 닿은 교리서의 오류를 지적하는 것은 쉬운 일이 아니었으나, 중국에서 활동하는 많은 사제들이 로드리게즈의 비판에 동조하면서 이 문제는 로마에까지 전해졌고, 기독교계 내부에서 ‘전례(典禮)문제’의 하나로 큰 논쟁을 불러일으킨다.
",마테오 리치는 중국 의복을 입고 중국인의 전통과 습관에 따라 생활하며 중국인들이 이방인의 기묘한 사상에 위화감을 느끼지 않도록 세심히 배려하였다. 1579년 마테오 리치(Matteo Ricci) 신부는 중국 땅에 발을 디딘 이후 특유의 적응주의를 통해 착실하게 교세를 확장하고 있었다. 문화적 자존심이 높은 중국 지식인들에게 그러한 접근법은 매우 효과적이었다.,Sketch
" SFT와 맥을 같이하는 영국 내 단체로 ‘푸드 포 라이프 파트너십(Food for Life Partnership)’이 있다. 토양협회 등 환경ㆍ식품관련 기관들로 구성된 이 단체는 각 학교가 식품ㆍ건강과 관련한 프로그램을 시행하도록 권장한다.
 ‘푸드 포 라이프 파트너십’에 참여하는 학교는 식생활 교육을 위해 인근 텃밭 등에서 직접 채취한 식재료를 이용한 요리수업을 실시하고, 식생활 교육 프로그램을 통해 부모와 정부, 교육기관이 유기적으로 연계해 어린이의 영양상태를 향상시키도록 한다. 
 이 단체는 식품관련 프로그램을 모범적으로 실행하고 있는 학교에는 실행수준에 따라 금ㆍ은ㆍ동 마크를 수여하고 있다. 학교에 텃밭을 만들거나 닭을 키우는 등 학교에서 음식재료 생산과정 교육이 이뤄지도록 지원하는 일이 이 단체의 일이기도 하다. 
 사실 학교급식문제가 전 영국국민의 관심사로 떠오른 것은 세계적으로 유명한 요리사인 제이미 올리버가 2005년 ‘제이미의 학교급식(Jamie’s Schooldinner)’이라는 4회짜리 다큐멘터리 프로그램에 출연해 급식 개선을 주장했기 때문이라 볼 수 있다. 
 ‘제이미의 학교급식’에서 제이미 올리버는 “현재 청소년의 절반이 급식을 먹고 나머지 절반은 햄버거와 감자튀김, 콜라 등 정크푸드로 때우고 있다”고 주장했고, 프로그램은 성장기 청소년의 건강을 저해하는 주범인 정크푸드를 몰아내고 학교에서 맛있고 건강한 급식을 제공해야 한다는 내용을 담고 있다. 제이미 올리버는 이 프로그램 방영 후 토니 블레어 총리와 만나 정부의 급식지원금을 2배로 늘리겠다는 약속을 받아내기도 했다. 이후 ‘스쿨 푸드 트러스트’와 ‘푸드 포 라이프 파트너십’ 등 단체들도 주목받기 시작했고, 음식 관련 캠페인과 커리큘럼은 영국 전역의 학교로 퍼져나갔다. 학생들은 낯선 채소의 이름 맞히기나 좋아하는 간식 만들기 등을 통해 즐겁게 식품에 대한 흥미를 키워나간다. 
",SFT와 맥을 같이하는 영국 내 단체로 ‘푸드 포 라이프 파트너십(Food for Life Partnership)’이 있다. 토양협회 등 환경ㆍ식품관련 기관들로 구성된 이 단체는 각 학교가 식품ㆍ건강과 관련한 프로그램을 시행하도록 권장한다.,Sketch
" 1990년 7월 1일 동·서독 경제·사회·화폐통합조약 발효 이후 구체적 정책인 동독 재건 프로그램이 가동되었다. 
 화폐통합은 동독 재건의 1호 정책이었다. 7월 1일 당일 460톤(275억 마르크 상당)에 달하는 서독의 지폐와 동전이 동독 은행에 전달됐다. 연령에 따라 동독 마르크 2000~6000까지 1 대 1로 교환해주기 위한 것이었다. 예금·해외재산 및 법인재산의 교환비율은 2 대 1 또는 3 대 1이었다. 동독 국가은행 금고에 쌓여 있던 돈은 모두 폐기되었다.
 동·서독 모두 우려가 컸다. 서독은 예산이 강탈당한다는 불만, 동독은 기업파산에 떨었다. 서독 중앙은행장 은 사직서를 냈다. 가격경쟁력을 잃게 된 동독 기업의 파산을 우려하는 사람들은 거리로 나섰다. 콜 총리는 왜, 이런 화폐통합을 강행했을까?
 첫째, 통일 굳히기였다. 곧 한 나라가 될 텐데, 동독 마르크를 놔둔 채 외부 투자를 기대할 수도, 재건의 기초도 쌓을 수 없었다. 어차피 파산할 동독 기업이라면 생명을 연장할 이유도 없었다.
 둘째, 서독으로의 대량 이주를 막기 위한 긴급 처방이었다. 장벽 붕괴 후에도 1990년 1월까지 50만명 이상이 동독을 떠났다. 방치했다간 동독은 유령도시가 될 지경이었다. 탈(脫)동독 이유는 이미 월요 데모의 구호 “서독 마르크를 달라. 아니면 우리가 갈 것이다”에서도 확인된 바 있었다. 
 사유화 없는 동독 재건은 앙꼬 없는 찐빵이었다. 사유재산을 보장하고 시장의 기초를 세우지 않고서는 동독 재건은 불가능했다. 특히 동독 사유화는 단순한 민영화(民營化)라는 의미를 넘어 ‘공산 권력의 해체’를 의미했다. 재산의 공유라는 명목하에 사회주의통일당이 관리하던 인민재산이야말로 독재 권력의 원천이었다. 이 원천을 봉쇄하려던 트로이한트(신탁청)의 로베더 대표가 독일적군파에 의해 암살된 것도 우연이 아니었다. 
","콜 총리는 왜, 이런 화폐통합을 강행했을까? 첫째, 통일 굳히기였다. 둘째, 서독으로의 대량 이주를 막기 위한 긴급 처방이었다.",Sketch
" 괘의 모양으로 말하자면 동인괘에서 대유괘까지는 순서에 따라 왔지만 겸괘를 거부한 그들은 한순간에 쾌(夬)괘(☱☰)에 이르렀다. 쾌(夬)란 둑이 터지거나 봇물이 터진다는 말이다. 양효를 군자, 음효를 소인으로 볼 경우 밑에서부터 차곡차곡 양이 자라나 마침내 하나의 음효만 제거하면 모든 것이 양효가 되기 직전에 와 있는 것이다.
 그러나 음과 양은 반드시 소인과 군자에 해당되는 것은 아니고 세력 관계를 분석하는 틀로도 볼 수 있다. 여기 하나 남은 효가 바로 지금의 윤석열 검찰총장을 상징한다. 그러나 아래의 대통령, 장관, 의원, 여당 지지자들이 하나가 돼 남은 음효 하나를 죽기살기로 제거하려는 것이다. 이렇게 해서 우리는 자연스럽게 지금의 정국이 쾌괘에 해당하는 것임을 짚어낼 수 있는 것이다.
 이렇게 되면 우리는 쾌괘의 구이(九二)를 윤석열 검찰총장, 구삼(九三)을 추미애 장관으로 보아 두 사람의 향후 갈등이 어떻게 진행될 것인지 어느 정도 예상해볼 수 있다.
 먼저 쾌괘의 밑에서 두 번째 양효에 대해 주공(周公)은 효사(爻辭)에서 이렇게 말했다.
 “구이(九二)는 두려워하고 호령하는 것이니 늦은 밤에 적군이 있어도 걱정할 필요가 없다[惕號 莫夜有戎 勿恤].”
 이를 공자는 “적군이 있어도 걱정할 필요가 없다는 것은 적중된 도리를 얻었기 때문”이라고 풀었다. 주공의 효사에서 “두려워하고 호령하는 것”이란, 바로 조심하고 삼가면서 명령을 내려 일을 시작하는 것이다. 게다가 자리는 바르지 않지만 가운데에 있고 또한 음유의 자리에 있기 때문에 초구와 달리 조급하게 마구 내달리려 하지 않고 주도면밀함을 갖췄으니 이제 나아가야 할 때라는 말이다. 그래서 공자는 자신 있게 “적군이 있어도 걱정할 필요가 없다는 것은 적중된 도리를 얻었기 때문”이라고 풀어낸 것이다. 사실 늦은 밤에 적군이 있다는 것은 그만큼 위험해 더 조심해야 할 시점이라는 뜻인데 그럼에도 불구하고 걱정할 필요가 없다고 했다. 이럴 때조차 행동하지 않는다면 겁쟁이라는 비난을 면치 못할 것이다.
",먼저 쾌괘의 밑에서 두 번째 양효에 대해 주공(周公)은 효사(爻辭)에서 이렇게 말했다. 이를 공자는 “적군이 있어도 걱정할 필요가 없다는 것은 적중된 도리를 얻었기 때문”이라고 풀었다.,Sketch
" 더구나 이웃 국가의 반독재 시위로 카다피는 초긴장 상태를 유지할 수밖에 없다. 튀니지 혁명 발발 후 그는 “우리 모두는 벤 알리와 튀니지에서 성취된 개혁을 알고 있다”면서도 “왜 당신들은 그 모든 것을 파괴하고 있느냐”라고 했다. 이런 와중에 23년간 튀니지를 철권통치했던 벤 알리 전 대통령을 두둔한 것이다. 하긴 그렇게 하지 않을 도리도 없었겠지만, 카다피의 이런 정세관이 이집트와 튀니지 시위 열풍의 상륙을 앞당길지도 모를 일이다.
 예멘은 이집트와 함께 2011년 튀니지발(發) 재스민 향기가 가장 강하게 퍼진 곳 중 하나다. 인구의 40% 이상이 하루 2달러 미만으로 연명하는 빈곤국가로 명예살인과 조혼풍습 등 인권 유린이 심각하다. 최근에는 석유 생산량이 감소해 경제상황마저 악화되고 있다. 이런 상황에서 튀니지의 혁명으로 고무된 예멘 국민들은 수도 사나에서 대규모 반정부 시위를 일으켰고, 이를 진압하기 위해 종신 개헌을 추진하던 알리 압둘라 살레 예멘 대통령은 2013년 정권에서 물러날 것을 약속했다.
 알리 압둘라 살레 대통령은 남북으로 갈라져 있던 예멘의 통일을 이룬 주역이자 통일예멘의 초대(初代) 대통령이다. 그는 쿠데타를 통해 1978년부터 북부 예멘을 통치했다. 당시 남부 예멘은 지배하던 영국이 점령을 포기하면서 들어선 공산 정권의 권력다툼으로 내전에 휩싸이는 등 혼란 속에서 벗어나지 못하고 있었다. 결국 살레 대통령이 통치하던 북 예멘이 남 예멘을 흡수하는 식의 통일예멘이 출범했고, 1990년 살레는 자연스럽게 통일예멘의 첫 국가수반이 됐다.
",더구나 이웃 국가의 반독재 시위로 카다피는 초긴장 상태를 유지할 수밖에 없다. 튀니지 혁명 발발 후 그는 “우리 모두는 벤 알리와 튀니지에서 성취된 개혁을 알고 있다”면서도 “왜 당신들은 그 모든 것을 파괴하고 있느냐”라고 했다. 이런 와중에 23년간 튀니지를 철권통치했던 벤 알리 전 대통령을 두둔한 것이다.,Sketch
" 중국의 위안화가 기축통화가 되려면 경제력뿐만 아니라 몇 가지 중요한 조건을 갖추어야 한다. 
 첫째, 세계 여러 국가 사이에서 기축통화로 사용되기 위한 조건은 한 나라 내에서 어떤 물건이 화폐의 역할을 하기 위한 조건과 마찬가지이다. 국가 간 거래에 있어서 다수(多數) 당사자 간에 교환수단과 가치(價値)척도의 역할을 할 수 있어야 하고 가치를 보전할 수 있어야 한다. 
 즉 위안화가 기축통화가 되기 위해서는 위안화를 사용하는 것이 다른 통화를 사용하는 것보다 다수가 사용하는 데 따르는 소위 네트워크(network) 효과를 발생시켜 거래비용을 줄여 줄 수 있어야 하며, 각 국가가 위안화를 보유함으로써 가치를 보전할 수 있어야 한다는 것이다. 
 둘째, 이를 위해서는 중국 내·외부로 위안화의 자유로운 유출입(流出入)이 보장되어야 한다. 이는 자본자유화가 완전히 이루어져야 한다는 것을 의미한다. 자본 유출입의 부작용을 두려워하고, 극도로 이를 통제하는 현재 상황으로 볼 때, 중국의 자본자유화에는 많은 시간이 걸릴 것이다. 
 셋째, 다른 국가들이 위안화를 보유함으로써 가치를 보전하기 위해서는 위안화 자산을 보유하고 증식할 수 있는 자본시장의 발달이 전제되어야 한다. 즉 위안화 자본시장의 폭과 깊이가 위안화 보유국가들로 하여금 자신들이 원하는 형태로 자산을 보유할 수 있을 만큼 크고 깊어야 위안화에 기축통화의 역할을 부여하게 된다. 
 현재 중국의 주식시장은 초보 상태를 벗어나지 못하고 있다. 위안화 표시 채권시장은 이제 시작단계일 뿐이다. 외환시장은 고정환율제도를 취함에 따라 발전의 초기단계에 있다. 이들 자산시장이 성숙되려면 많은 시간을 필요로 한다. 이는 한국의 자본시장 발달의 역사를 보더라도 충분히 알 수 있다
","중국의 위안화가 기축통화가 되려면 경제력뿐만 아니라 몇 가지 중요한 조건을 갖추어야 한다. 둘째, 이를 위해서는 중국 내·외부로 위안화의 자유로운 유출입(流出入)이 보장되어야 한다.",Sketch
" 미 국무부에 따르면 전 세계 90개국에서 약 2만여 명이 IS와 접촉하고 있고, 인터넷상에 있는 잠적요원 수도 20여만 명에 이른다. 영국 언론에 따르면 IS에 가입한 외국인 중 10대 여성(소녀)만 10%가 넘는다. 
 분쟁지역 전문가인 김영미 프리랜서 PD는 “IS에 합류하는 수많은 외국 젊은이들이 IS를 어떻게 동경하게 됐는지에 대해서는 명확한 분석이 없다”며 “공통점이 있다면 실업 상태이거나 인터넷이 능숙한 젊은이가 많다는 것”이라고 설명했다. 
 범죄심리학자 성시완 박사(죄와벌연구소장)는 “청소년들의 IS 가담이 급증하는 이유로 경제적 요인이 있다”고 말했다. IS는 고액의 연봉이나 차는 물론 코란에서 4명까지 부인을 둘 수 있다는 율법을 들어 세계의 청소년들을 유혹하고 있다는 것. IS는 트위터와 페이스북을 통해 “IS 가입과 동시에 1000달러 제공, 미녀와 결혼 주선, 집과 식료품 무상 제공”이라는 문구를 수시로 내보내고 있다. 
 성시완 소장은 “어른이라면 이 같은 유치한 문구에 속아넘어가지 않겠지만 사회생활도 해보지 못하고 경제적으로도 여유롭지 못한 미래가 불투명한 청소년들에게는 그럴듯한 유혹”이라며 “IS는 수사기관이 통제나 추적을 하지 못하도록 온라인상 문구를 금세 지우거나 활동 사이트를 수시로 바꾸기도 하는데, 이런 면이 청소년들에게는 더 스릴 있고 멋있게 보일 수도 있다”고 설명했다. 
 실제로 IS는 기존 테러조직들과는 달리 언론사 기자나 웹디자인 기술을 가진 인질 또는 자원자들로 선전 전담부서(알하야트)를 구성해 자신들의 주장을 정당화하거나 자신들의 공동체를 지상낙원으로 미화하는 전략을 구사하고 있다.
",범죄심리학자 성시완 박사(죄와벌연구소장)는 “청소년들의 IS 가담이 급증하는 이유로 경제적 요인이 있다”고 말했다. IS는 고액의 연봉이나 차는 물론 코란에서 4명까지 부인을 둘 수 있다는 율법을 들어 세계의 청소년들을 유혹하고 있다는 것.,Sketch
