,Summary,Passage,Style
61,몰도바 와인은 마셨을 때 느껴지는 깊은 맛에서 이 나라의 모든 이야기와 대지 그리고 풍부함이 느껴집니다. 그래서 몰도바 와인은 마치 다이아몬드 같아요.,"몰도바 와인은 마셨을 때 느껴지는 깊은 맛에서 이 나라의 모든 이야기와 대지 그리고 풍부함이 느껴집니다.
마치 보석 같아요.
그래서 몰도바 와인은 마치 다이아몬드 같아요.
몰도바에 있는 와이너리 중 기네스북에 등재된 곳이 있다고 해서 찾았다.
와인 관련 조형물이 특별하다 와인 저장고 안으로 차가 들어간다.
얼마나 크고 길기에 차가 들어가는 것일까.
시너우를 건설할 때 캤던 화강암광산을 와인 저장소로 만든 것이다.
가장 깊은 곳은 지하 80m라고 한다 전체 거리가 무려 250km다.
관광객들에게는 55km만 공개되고 있다.
150만병의 와인이 저장돼 있다 연간 2만명 정도가 찾고 있다.
기네스북 인증서다 세계에서 가장 길고 크다는 것과 저장된 와인의 수가ㅡ제일 많다고 인정받은 것이다.
지하저장소가 화려하고 커서 정말 멋지고 마음에 들었습니다.",Painterly art
62,리히텐슈타인은 아름다운 우표로유명한 우표의 나라다. 우표의 나라 그 타이틀답게 잘 정리된 우표박물관이 있다. 갖가지 예쁜 우표들이 시대별로 잘 정리돼 있다.,"그들의 음악성을 느낄 수 있었습니다.
조용한 시내 거리에는 늘 관광객이 넘친다.
최근에는 중국 관광객이 가장 많이 방문하고 있단다.
관광객에게 정보를 제공하는 안내소에 들어갔다.
안내소에는 관광안내서와 함께다양한 우표가 비치돼 있다.
인쇄도 잘 됐지만 디자인도 참 아름답다.
리히텐슈타인은 아름다운 우표로유명한 우표의 나라다.
우표를 만들기 위해 국제적인 협업도 많이 하고 있다.
매회 하계, 동계올림픽이 열리면 해당국가에서 예술가를 물색합니다.
그들과 함께 올림픽 우표 디자인을 결정하여 협력을 합니다.
또한 이런 우표를 디자인할 예술가를 모집하고 있습니다.
우표의 나라 그 타이틀답게 잘 정리된 우표박물관이 있다.
갖가지 예쁜 우표들이 시대별로 잘 정리돼 있다.
무려 100년의 역사를 가진 우표도 많다.
우표 종류도 다양하다.",Painterly art
63,예쁜 리히텐슈타인 우표들은 전 세계우표수집가들의 마음을 사로잡아왔다. 우표들의 질이 최고로 높으며리히텐슈타인의 우표가 세계 제일로 통합니다.,"드로잉우표에서 그림 같은 채색우표까지 풍경도, 그림도 우표 속에서 만나니 더 아름답다. 
예쁜 리히텐슈타인 우표들은 전 세계우표수집가들의 마음을 사로잡아왔다. 
우표들의 질이 최고로 높으며리히텐슈타인의 우표가 세계 제일로 통합니다. 
이 우표들은 예술가들에 의해도 안되는 것이 아니라 전통적인 방식으로 오래된 인쇄 방식으로 인쇄됩니다. 
현대적인 방식으로 흐릿해지는 것이 아니라 오래된 전통의 방식으로 인쇄하는 것이죠.
세계 최고의 우표를 만들기 위해서는 정교한 손기술과 장인정신이 필요하다고 한다. 
파두츠는 예쁘고 조용한 도시다. 
도시 어디에서나 언덕 위에고풍스런 성을 볼 수 있다. 
차를 타고 성채 주변까지 가봤다. 
중세 파두츠성은 소박하지만 견고하게 잘 만들어진 멋진 모습이다. 
이 성에 리히텐슈타인 군주인아담 2세가 살고 있단다.",Painterly art
64,리히텐슈타인은 아주 작은 나라여서 국민이 현대미술을 접할 기회가 많지 않았습니다. 그래서 우리에게는 국민에게 19세기 이후 현대 미술에 무슨 일이 벌어졌는지 알려 줘야 하는 커다란 교육의 과제가 있습니다.,"마네에서 모네, 피카소까지 현대 미술의 걸작도 넘치지만 촬영은 금지돼 있다.
리히텐슈타인은 아주 작은 나라여서 국민이 현대미술을 접할 기회가 많지 않았습니다.
그래서 우리에게는 국민에게 19세기 이후 현대 미술에 무슨 일이 벌어졌는지 알려 줘야 하는 커다란 교육의 과제가 있습니다.
우리는 학생들이나 성인들을 대상으로 현대 미술을 알리기 위한 활발한 예술교육 활동을 벌이고 있습니다.
시내의 주민들은 보기만 해도 세련되고 부유해 보인다.
리히텐슈타인은 범죄, 실업, 빈부 격차가 없는 3무의 나라로 일인당 국민소득 8만 달러나 되는 부국이다.
문득 그 이유가 궁금했다.
세계의 유명 명품 브랜드들이 다 있다.
가게는 중국 쇼핑 관광객으로 넘쳐난다.
스위스의 명품시계, 화려한 귀금속 컬렉션이 관광객을 유혹한다.",Painterly art
65,광장에서는 온갖 다양하고 진기한 공연들이 펼쳐지고 쉼 없이 움직이는 사람들로 넘쳐난다. 모로코에서 가장 역동적인 곳이란다.,"붉은 진주라고 불리는 곳 도시 중심에 있는 자마 알프나 광장 예전에 죄인을 처형하던 곳이라 죽은 자의 광장이라는 뜻을 지녔다고 한다. 
광장에서는 온갖 다양하고 진기한 공연들이 펼쳐지고 쉼 없이 움직이는 사람들로 넘쳐난다. 
모로코에서 가장 역동적인 곳이란다. 
광장을 걷다가 많은 사람들이 둘러싸고 있는 곳이 있어 들여다봤다. 
뱀쇼다. 
가까이서 코브라를 자극하고 구경꾼들은 눈을 떼지 못한다. 
쇼를 보고 나면 몇 푼이라도 돈을 내야 한다. 
카메라를 보더니 두 사람이 춤을 추기 시작한다. 
아프리카 리듬을 맞춰 벌이는 이 춤사위는 그나와라고 하는데 노예들이 만들어낸 것이란다. 
원래 이 음악은 말리의 남부 지방인 툼북투에서 온 것입니다. 
고통을 당하는 노예들이 표현해내던 것이죠.",Painterly art
66,인구 100만의 도시에연 300만이 찾아온다는 마라 케시 다닥다닥 이어진 상점들에는 모로코의 장인들이 만들어낸 온갖 수공예품들이 진열돼 있다.,"고통을 받던 상황을 나타내는 것입니다.
지금 보시는 이 크라켑이라는 도구는 쇠사슬을 상징합니다.
카슈 카슈 소리 나는 쇠사슬 말입니다.
자마 알프나 광장에 있는 노점에서는 과일 주스를 팔고 있다.
맛이 좋기로 정평이 나 있다.
한 상인이 얼마나 싱싱한 지자몽 하나를 쪼개 보여준다.
주스를 안 마셨다면 우리를 못 봤다는 것이고 여기에 오지 않은 거나 마찬가지죠 광장을 벗어나면 관광객들을 대상으로 하는 시장 골목이 나온다.
인구 100만의 도시에연 300만이 찾아온다는 마라 케시 다닥다닥 이어진 상점들에는 모로코의 장인들이 만들어낸 온갖 수공예품들이 진열돼 있다.
형형색색의 장식품과아기자기한 그릇들을 구경하노라면 지루할 틈이 없는 곳이다.
마라 케시 여행객들에게 인기만점이라는 마차 이곳에는 약 300대의 마차가 운행되고 있다고 한다.",Painterly art
67,브로모화산의 입구 순식간에 수많은 사람들이 몰려 들었다. 화산 가까이에 이르자 곳곳에 분진들이 쌓여 있어 미세먼지가 가득했다. 인도네시아는 세계 최대의 화산국가로약 300여 개의 화산지역이 있다.,"하얀 수증기를 내뿜는 화산의 모습이구름과 어우러져 장관을 이룬다. 
나는 브로모화산으로 가기 위해지 프차에 올라탔다. 
이곳은 화산의 분진으로 이루어진 사막이기 때문에 4륜구동차가 유일한 교통수단이다. 
브로모화산의 입구 순식간에 수많은 사람들이 몰려 들었다. 
이번에는 말로 갈아타야만 한다. 
여기서부터는 길이 험하고 경사가 아주 가파르기 때문이다. 
화산 가까이에 이르자 곳곳에 분진들이 쌓여 있어 미세먼지가 가득했다. 
인도네시아는 세계 최대의 화산국가로약 300여 개의 화산지역이 있다. 
브로모화산은 해발2300m에 위치한 원추형 활화산이다. 
왕성한 화산활동 탓에 언제나 수증기를 내뿜으며 태초의 화산 모습을 간직한 곳이다. 
거대한 화산의 강렬한 움직임은마치 지구의 심장박동처럼 느껴졌다. 
나는 화산의 꼭대기에 올라가 봤다.",Painterly art
68,이곳은 인도네시아의 전통주 아락을 제조하는 공장이다. 아락은 각 지역에서 나는 특산물로 만들어지는데 이곳에서는 야자열매의 수액을 사용한다.,"인도네시아의 섬지방은 코코넛과 야자나무가 풍성하다. 
이 나무들은 이곳 사람들에게 자원이나 마찬가지다. 
인적이 드문 숲 한가운데서 오두막을 발견했다. 
자세히 들여다보니 뭔가를 끓이고 있었다. 
이곳은 인도네시아의 전통주 아락을 제조하는 공장이다. 
아락은 각 지역에서 나는 특산물로 만들어지는데 이곳에서는 야자열매의 수액을 사용한다. 
불가마 안에 수액을 넣고 끓이면 대나무로 연결된 관을 통해 증류된 술이 나온다. 
이 과정을 2번 거쳐야만 전통주 아락이 만들어진다. 
우리나라의 전통주 제조법과 비슷했다. 
이곳 주인이 내게 아락을 권했다. 
보기에는 그냥 물처럼 맑아 보이지만 알코올 도수가 40도에 육박한다. 
아락은 아주 독한 술이었다. 
이곳 사람들은 맥주나 음료와 섞어서 마신다. 
모든 전통행사를 할 때 아락이 있어야 해요. 그게 우리의 전통입니다.",Painterly art
69,해발 2200m 이메리산에 자리한 베나마를 이곳은 석기시대 마를의 모습과전통이 남아 있는 곳이다. 나는 더 높은 고산지대로 향했다.,"이곳 사람들은 대부분 농민들이다. 
쌀은 이들에게 수확의 기쁨과 함께가족의 행복를 안겨준다. 
이들이 바라는 소박한 꿈은 오로지 풍년일 것이다. 
나는 더 높은 고산지대로 향했다. 
해발 2200m 이메리산에 자리한 베나마를 이곳은 석기시대 마를의 모습과전통이 남아 있는 곳이다. 
집은 모두 흙과 짚으로 만들어져 있고 공동체 생활를 하는 듯 집들이 모여 있다. 
마를 안쪽으로 들어가 봤다. 
이곳 사람들의 종교는 개신교다. 
그러나 토속신앙도 갖고 있어 집집마다. 
토속신를 상징하는 문양를 지붕에 장식해 놨다. 
이것은 옛 족장의 무덤이다. 
족장의 시신를 마를 한가운데 묻고 햇빛과 비를 막기 위해 우산 모양의 지붕를 만들어 놨다. 
제사를 지낼 때 가축를 제물로 삼기 때문에 공동 도축장도 만들어놨다. 
가족이 사망하면 집 마당에 묻고 무덤를 만든다.",Painterly art
70,아까보다 더 깊은 곳까지 내려왔지만 자세히 보면 다 작은 물고기들뿐 잡을 만한 녀석은 보이지 안는다.,"꽤 큰 고기를 잡았다.
혹시라도 놓칠세라 허리춤에 바로 넣어둔다.
다시 한 번 큰 숨을 들이쉰 채수면 아래로 내려가는 준준 한 마리라도 더 잡으려면 쉴 틈이 없다.
아까보다 더 깊은 곳까지 내려왔지만 자세히 보면 다 작은 물고기들뿐 잡을 만한 녀석은 보이지 안는다.
어쩔 수 없이 빈손으로 올라오는 준준 이 물고기는 몰몰입니다.
구워 먹으면 맛이 있습니다.
낮이라서 그런지 한 마리밖에 못 잡았습니다.
물고기는 아침 008시에서 009시 사이 오후 03시에서 004시 사이 그리고 밤에 잘 잡힙니다.
해가 완전히 저물고 준준은 다시 한 번 고기잡이에 나선다.
밤이 되면 고기들이 이동을 잘 하지 안고146 잠을 자고 있는 것들도 많아 낮보다 훨씬 쉽게 잡힌다고 한다.",Painterly art
71,바랑가이 부카나는 팔라완섬 최고의 휴양지 엘니도 인근의 조용한 마을이다. 최근에는 환경오염에 따른 기후변화가 심해지면서 이렇게 급작스러운 자연재해가 생각보다 자주 발생한다고 한다.,"아픈 역사의 현장에서 보는팔라완의 바다가 조금은 슬퍼 보였다.
산타 이사벨 요새를 나온 나는 테이테이 지역을 떠나 약 002시간 정도를 달려 바랑가이 부카나로 향했다.
바랑가이 부카나는 팔라완섬 최고의 휴양지 엘니도 인근의 조용한 마을이다.
그런데 도착하자마자 날씨가 심상치 않다.
필리핀은 12월이면 평균기온이 23도까지 내려간다.
그리고 비가 줄어드는 건기가 시작되는데 이렇게 가끔 예측 불가능한 태풍이 몰아쳐올 때가 있다.
보통은 우기인 5월에서 11월에 대부분의 태풍이 지나가는데 이렇게 12월에 태풍이 오는 건흔치 않은 상황이란다.
최근에는 환경오염에 따른 기후변화가 심해지면서 이렇게 급작스러운 자연재해가 생각보다 자주 발생한다고 한다.",Painterly art
72,브라질쪽의 폭포만 둘러본다고 해도최소 2박 3일은 걸린다. 그 시간이 길든 짧든 이구아수폭포에서 느낀 대자연의 위대함은 영원히 잊혀지지 않을 것이다.,"브라질쪽의 폭포만 둘러본다고 해도최소 2박 3일은 걸린다.
그 시간이 길든 짧든 이구아수폭포에서 느낀 대자연의 위대함은 영원히 잊혀지지 않을 것이다.
저는 아르헨티나 국경쪽악마의 목구멍이라는 곳에 있었는데요 그곳에서 엄청난 힘을 느꼈어요자 연의 힘이 아주 아주 강합니다.
정말 아름다워요 이구아수폭포를 즐길 수 있는 또 한 가지 방법이 있다.
바로 헬기 투어를 하는 것이다.
우거진 열대우림과 거대한 이구아수강줄기를 발 아래 두고 폭포로 향한다.
드론으로 항공촬영을 못 한 대신헬기에서 이구아수폭포를 담아보기로 했다.
엄청난 물보라를 일으키며 내려 꽂히는 폭포들 헬기를 타면 아르헨티나의이구아수폭포 또한 즐길 수 있다.
12개의 폭포가 쏟아지며 내는 굉음 때문에 악마의 목구멍이라는 이름이 붙은 폭포가 엄청난 물살을 내뿜고 있다.",Painterly art
73,아름다운 공연이죠. 그 공연을 하러 오는 아이들 중 많은 아이들이 보육원이나 거리에 있던 아이들이에요. 공연이 시작되자 많은 인파가 무대 앞을 가득 메웠다.,"저기 보이는 창문마다 아이들 2명씩 서서 합창을 해요 그 합창단이 노래 부르는 걸보셨나요? 어떤가요?
봤죠, 아름다운 합창이에요.
아름다운 공연이죠.
그 공연을 하러 오는 아이들 중 많은 아이들이 보육원이나 거리에 있던 아이들이에요.
공연이 시작되자 많은 인파가 무대 앞을 가득 메웠다.
화려한 조명 속에서 울려 퍼지는 아이들의 노랫소리 시민들과 함께하는 공연을 위해 열심히 노력한 아이들 그리고 아이들에게 아낌없는 응원을 보내는 시민들 마치 한여름의 크리스마스처럼따 뜻하고 행복한 쿠리치바의 밤이다.
세계적인 건축가 오스카 니마이어를 기리는 오스카니마이어박물관 요즘 이곳에서 우리말을 자주 들을 수 있다는 말을 듣고 직접 찾아와봤다.
바로 KPOP을 사랑하는 브라질 젊은이들이 이곳에서 춤과 노래를 연습하고 있는 것이다.",Painterly art
74,인터넷을 통해 실시간으로 한국 아이돌 음악을 들으며 그들의 춤과 노래를 따라하는 브라질 젊은이들 한국의 아이돌은 이제 이들에게 문화적 아이콘이 됐다.,"KPOP의 매력은 복합적인 것 같아요.
일단 안무가 좋고 동시에 다른 사람들과 함께 춤을 출 기회가 있어서 좋아요.
저에게는 단체 안무가 KPOP의 가장 큰 매력이라고 느껴요.
가장 좋아하는 가수나 그룹은 누구인가요?
제가 가장 좋아하는 가수는 JYJ의 김재중이고 동방신기도 아주 좋아해요.
인터넷을 통해 실시간으로 한국 아이돌 음악을 들으며 그들의 춤과 노래를 따라하는 브라질 젊은이들 한국의 아이돌은 이제 이들에게 문화적 아이콘이 됐다.
다재다능한 사람들이 모여 있는 그룹을 보는 건 정말 멋진 일이에요.
그게 KPOP의 매력이라고 할 수 있죠.
그들의 외모도 10대들이 아주 좋아할 만해요.
멋진 외모를 가진 사람을 보면 똑같아지고 싶은 마음이 있잖아요.
그러기에 이 모든 것들이 KPOP의 매력이라고 생각해요 단 한 가지가 아니고요.",Painterly art
75,지나가던 관광객들이 반갑게 인사를 해 온다 수쿠리강은 뱀이라는 뜻을 갖고 있다 길고 구불구불한 모양 때문에 뱀이라는 이름이 붙었다고 한다.,"이곳의 수심은 1m 남짓 아이들도 들어올 수 있는 깊이다.
투명한 에메랄드빛 물속 내리쬐는 햇살이 강바닥에서 반짝인다.
그런데 이곳에서는 절대로강바닥을 발로 딛어서는 안된다.
환경보전을 위해 반드시 지켜야 할 원칙이다.
지나가던 관광객들이 반갑게 인사를 해 온다 수쿠리강은 뱀이라는 뜻을 갖고 있다 길고 구불구불한 모양 때문에 뱀이라는 이름이 붙었다고 한다.
부드러운 물결을 따라 흔들리는 수초들 생각보다 물고기가 안 보인다 했더니 산란기를 맞아 다들 떠난 상태라고 한다.
그럼에도 불구하고 맑은 수쿠리강의 물 덕분에 눈앞에서 물고기를 볼 수 있었다.
물의 흐름에 온 몸의 감각을 맡긴 채녹색의 자연을 흠뻑 느낀 시간이었다.
이 가족은 수쿠리강과 특별한 인연이 있다고 한다.
이 투어가 매우 좋았습니다.
풍경이 너무 예쁘고 자연이 정말 아름다워요.",Painterly art
76,샌타바바라 중심부에 있는 법원이다. 1929년에 지어진 이 건물은 여전히 법원으로 사용되지만 결혼식 장소로 인기가 많다.,"이 당근 근대 이 잘려나간 파슬리 페넬 아이들은 11살 아르바이트 중이라고 했다. 
건강하고 씩씩한 시민으로 자랄 것 같았다. 
은퇴 후 취미로 음악을 연주하는 멋쟁이 할아버지 악단은 최근 컨트리음악 앨범도 발표했다고 한다. 
이 지역에서는 프로라고 할 수 있죠.
하지만 이걸로 먹고 살지는 않아요. 
그랬으면 굶어 죽었을 거예요. 
팔러나온 과일과 채소, 잼 한 병에도 캘리포니아 센트럴 코스트의따사로운 햇볕과 건강함이 그들의 자부심이 진하게 배어 있다. 
샌타바바라 중심부에 있는 법원이다. 
1929년에 지어진 이 건물은 여전히 법원으로 사용되지만 결혼식 장소로 인기가 많다. 
스페인풍과 무어 양식의 정교한 타일과 금속 세공양식이 돋보이는 이곳은 미션과 함께 반드시 들러야 하는 건물이다. 
이곳은 입장료도 없고 출입도 제한이 없어서 사람들에게 인기가 많다.",Painterly art
77,샌타바바라 전경을 보기 위해서는 반드시 이 법원 전망대에 올라야 한다. 사방으로 뚫린 이곳에 서면태평양 바다와 센타이메즈산맥 그리고 아름다운 시내가 한눈에 들어온다.,"1층에 있는 한 법정의 모습이다. 
지금은 전시용 공간이지만 1542년 스페인 탐험가 카브리요가이곳 캘리포니아를 발견했던 당시를 상징적으로 묘사한 대형벽화가 장식돼 있다. 
사용된 지 100여 년 가까운지라 커튼이나 의자 하나하나에도 생활의 깊이가 느껴진다. 
샌타바바라 전경을 보기 위해서는 반드시 이 법원 전망대에 올라야 한다. 
사방으로 뚫린 이곳에 서면태평양 바다와 센타이메즈산맥 그리고 아름다운 시내가 한눈에 들어온다. 
미션의 지붕을 본따 붉은 기와를 얹고 하얀 벽돌 건물로 이루어진 샌타바바라 시내의 도시건설 정책은 오늘날 사람들을 끌어 모은 큰 힘이 되었다. 
여전히 법원의 기능을 하고 있으면서도 사람들이 즐겨 찾는 명소라는 것 그것이 샌타바바라가 갖는 개방성이자 매력 같았다.",Painterly art
78,우리의 공동작품 또 다른 항구도시 벤투라항 이곳에서 미국의 갈라파고스 군도라고 불리는 채널아이즈국립공원으로 배가 출발한다. 섬 안에는 사람들도 살지 않고 편의시설이 없기에 먹을 것을 각자 준비해야 한다.,"다른 방법도 있겠지만 저희는 나무젓가락을 사용해서 팬에 손상이 가지 않게 하죠 뜨거운 불 앞에서 종일빵을 굽는 것도 쉽지 않은 일이다.
더구나 노릇노릇하게 만드는 작업은 단순해도 긴장이 되었다.
우리의 공동작품 또 다른 항구도시 벤투라항 이곳에서 미국의 갈라파고스 군도라고 불리는 채널아이즈국립공원으로 배가 출발한다.
섬 안에는 사람들도 살지 않고 편의시설이 없기에 먹을 것을 각자 준비해야 한다.
며칠 동안 기상악화로 출항하지 못해 오늘 떠나는 배 안에 제법 사람들이 많다.
항구를 빠져나와 대항으로 접어드는 순간 달랑 노 하나에 의지한 채 맨몸으로 유유히 바다 위를 떠가는 사람들을 보았다.
차원이 다른 여유이자그들만의 즐거움으로 느껴졌다.
어린아이도 기대감으로 가득하다.
이렇게 넘실대는 파도에 위축됨이 없었다.",Painterly art
79,6.25 참전용사이신 이분은선원 에릭의 할아버지시다. 할아버지는 기항지마다 차를 타고 따라가 손자의 항해 소식을 SNS상에 올리는 열성 할아버지이기도 하다.,"말해 줄 수도 있으니까요 줄리 선생님 같은 지원자가 끊이지 않기에 레이더워싱턴호는 바다와 선원 생활의 생생함을 체험할 수 있는 기회를 제공한다.
이곳에 모인 사람들 대부분은 자신의 시간과 돈을 투자해 바닷사람의 삶을 직접체험해 보고 싶어 참여한 지원자들이다.
어느덧 조용한 해안마을모로베이의 하루가 저물어간다.
오늘은 레이디워싱턴호가다음 기항지인 롱비치로 출항하는 날이다.
이른시각부터 선원들이 부산하게 움직인다.
첫 출항을 앞둔 줄리 선생님도 보인다.
출항을 앞둔 선원들의 결연한 모습에서 범선 항해 시절 용감한 뱃사람에게만 느낄 수 있는 비장함이 느껴진다.
6.25 참전용사이신 이분은선원 에릭의 할아버지시다.
할아버지는 기항지마다 차를 타고 따라가 손자의 항해 소식을 SNS상에 올리는 열성 할아버지이기도 하다.",Painterly art
80,이곳은 어부들이 들어오는 모습과 바다사자와 갈매기를 볼 수 있고 바다냄새를 맡을 수 있는 장점이 있습니다.,"연안에서 잡힌 것들이지만 때로 북쪽의 워싱턴주로부터 공급받기도 한다는데 사람들은 모두 다 이곳에서 잡힌 것들이라고 으레 생각하며 만족스럽게 먹고는 한다.
이 커플들도 로스앤젤레스인근에서 일부러 왔다고 한다.
이것은 바닷가재 집게발이죠.
바로 이곳에서 잡은 바닷가재들이죠.
클레임차우더수프는 최근 5년 간 콘테스트에서 1등을 놓치지 않았다고 한다.
이곳은 어부들이 들어오는 모습과 바다사자와 갈매기를 볼 수 있고 바다냄새를 맡을 수 있는 장점이 있습니다.
굉장히 특별하다고 생각합니다.
이런 이유 때문에 많은 사람이 여기까지 운전해서 오는 것이겠죠.
지오반니 사장은 매일 저녁 모로락의 황혼을 SNS에 올리는 게 일과다.
부두에는 한국으로 전량 보내진다는 바다 장어도 싱싱하게 살아 있다.",Painterly art
81,모로베이에서 남쪽으로 30여 분 가량 내려오는 만나는 피스모라는 작은 마을에는 해마다 가을부터 초봄까지 진귀한 손님이 찾아든다. 바로 커다란 호랑나비처럼 보이는 모나크 나비다.,"모로베이의 노을은 매일 매일 다른 모습을 보여준다는 게 지오반니 사장의 강력한 주장이다. 
모로베이에서 남쪽으로 30여 분 가량 내려오는 만나는 피스모라는 작은 마을에는 해마다 가을부터 초봄까지 진귀한 손님이 찾아든다. 
바로 커다란 호랑나비처럼 보이는 모나크 나비다. 
수십미터 높이의 유칼립투스 나뭇가지에 몇 백 마리씩 떼를 지어 붙어 있는 이 나비를 보기 위해 사람들이 모여든다. 
샌루이스오비스포 전체 주에 약 10만 마리,
이곳 피스코에는 3만 마리 가까운 나비가 날아온다. 
철마다 찾아오는 나비를 맞는 피스모 사람들의 태도가 극진하다. 
어디에서 오셨나요?
워싱턴주에서 왔어요. 
워싱턴주에서 운전해서 오셨나요?
마침 제 여동생이 살아서 나비를 보러 여동생 집에 왔어요. 
이 기간 동안 나비를 만지거나 소리를 지르거나 쫓지 않아야 한다.",Painterly art
82,산토도밍고 시외곽에중세의 이탈리아 마을이 있다. 1980년대 초 한 이탈리아 건축가가 산토도밍고 외곽에 경치 좋은 언덕 위에 이탈리아풍의 15채의 중세마을을 만들었다.,"이 춤들을 한때 거부하기도 했다.
두 박자의 기본 스텝을 가진 쉽고 경쾌한 리듬은 누구나 처음 접하는 사람도 쉽게 배울 수 있다.
리듬이 단조로운 대신 비트가 강하고 중독성이 있다.
이곳은 분위기가 좋고 건전합니다.
사람들은 즐겁게 술도 마시고 춤도 춥니다.
젊은이부터 어르신들까지다양한 연령대의 사람들이 찾는데 모두 즐겁게 춤을 추고 놉니다.
저는 꼴마도에서 춤추는 걸 즐깁니다.
운동도 되고요 또한 춤을 통해 일에 대한 스트레스도 풉니다.
주말 저녁이면 꼴마도 안은자리가 없을 정도다.
남녀노소 누구나 동네 구멍가게에서 한잔의 맥주와 함께 신나는 춤으로 그날의 피로를 풀 수 있다니 부러웠다.
산토도밍고 시외곽에중세의 이탈리아 마을이 있다.
1980년대 초 한 이탈리아 건축가가 산토도밍고 외곽에 경치 좋은 언덕 위에 이탈리아풍의 15채의 중세마을을 만들었다.",Painterly art
83,도미니카의 날씨는 우기와 건기로 나뉜다. 그런데 요즘은 건기라도 스콜이 가끔 온다고 한다. 기상이변을 도미니카도 피해갈 수 없는 모양이다.,"우리로 치면 민속촌 같은 곳이다.
입장료가 우리 돈으로 무려 3만원 정도나했다.
그 당시 지은 교회에서 지금도 예배를 본다고 한다.
관광객들을 위해 그중 일부는 카페로 개조해 영업 중이었다.
이 무대는 1982년 프랭크시나트라의 공연으로 유명한 곳이다.
원형 무대와 객석의 배치는고대 이탈리아의 원형경기장 모습과 비슷하다.
객석은 이 지역에서 많이 나는 화산석으로 만들었다.
러시아에서 온 관광객이무대에 올라 한 곡 부르겠단다.
우연히 만난 관광객의 익살스러운 공연에여행의 피로가 잠시나마 풀린다.
도미니카의 날씨는 우기와 건기로 나뉜다.
11월부터 이듬해 4월까지는 건기다.
지금이 건기인 셈이다.
그런데 요즘은 건기라도 스콜이 가끔 온다고 한다.
기상이변을 도미니카도 피해갈 수 없는 모양이다.
산토도밍고에서 차로002시간 반 거리에 사마나반도가 있다.",Painterly art
84,도미니카 의 바다는 고래들이 서식하기 위해 필요로 하는 조건들을 가지고 있습니다. 너무 깊지도 않고 고래들을 위협하는 것도 없어 고래들이 새끼를 낳고 키우기에매우 좋은 조건을 가지고 있습니다.,"도시 곳곳에 고래 그림들이 가득하다.
1월 중순에는 고래축제가 열리고1월부터 3월까지는 혹등고래를 가까이에서 볼 수 있다고 한다.
도미니카 의 바다는 고래들이 서식하기 위해 필요로 하는 조건들을 가지고 있습니다.
너무 깊지도 않고 고래들을 위협하는 것도 없어 고래들이 새끼를 낳고 키우기에매우 좋은 조건을 가지고 있습니다.
겨울 두 달 동안길이가 15m에 달하는 혹등고래를 가까이에서 보기 위해6만명 정도의 관광객이 찾아온다.
사마나의 인구가11만명 정도라고 하니 그 숫자가 놀랍다.
나도 혹등고래를 가까이 서보고 싶은 마음에 바다로 나갔다.
혹등고래들은 여름에는 알래스카, 그린란드 등 극지방에서 먹이활동을 하고 겨울에는 번식지인 아열대 바다로 온다.
그 숫자가 500마리 정도된다고 한다.",Painterly art
85,그래서 폭포는 중국인들이꼭 가보고 싶은 여행지로 손꼽힌다. 황과수폭포는 중국 교과서에도 실려 있다고 한다.,"황과수폭포는 중국 교과서에도 실려 있다고 한다.
그래서 폭포는 중국인들이꼭 가보고 싶은 여행지로 손꼽힌다.
올해는 처음이고 작년에는 두 번 왔어요 물이 많을 때는 장엄한 느낌이고요.
물이 적을 때는 비교적 단순하고 아름답지요.
느낌이 좋아요.
아시아의 대폭포라 서 정말 장관이고 공기나 물이 맑아요.
공기가 특히 좋아요.
황과수폭포에서두 시간 거리에 있는 거투하.
거투는 묘족 말로 성지를 뜻한다.
그러니까 거투하는 성지를 흐르는 강이 된다.
배를 타고 돌아보는 거투하 역시 카르스트 지형의 물빛을 그대로 보여준다.
원시 그대로의 울창한 산림과절벽이 시야를 가득 채워온다.
그런데 문득 시야에 걸리는 검은 나무 상자들 목관이다.
왜 관을 깎아지른 절벽 위에 올려 떼어 것일까.",Painterly art
86,당도가 높아진 포도로만 만들어 일반 와인에 비해 훨씬 달콤한 맛이 특징이다. 포도 껍질을 제거해서 만든 화이트 아이스와인 정성이 몇 배로 들어가 그런지 더 깊고 향기로웠다.,"당도가 높아진 포도로만 만들어 일반 와인에 비해 훨씬 달콤한 맛이 특징이다.
훌륭합니다, 아주 좋아요 달고 목 넘김이 좋아요, 향도 좋네요 세계에서 최고로 인정받는다는 나이아가라 지역의 아이스와인 그 맛은 어떨까 상큼하면서도 강한 단맛이 인상적이다.
일반적으로 먹는 와인보다 좀 달아요.
화이트 아이스와인 맛도 정말 좋아요 화이트 아이스와인의 맛도 궁금했다.
포도 껍질을 제거해서 만든 화이트 아이스와인 정성이 몇 배로 들어가 그런지 더 깊고 향기로웠다.
추천해 주신 이유가 있네요.
깔끔해요.
모닥불에 뭔가를 구워 먹는 사람들 마시멜로를 구워 와인과 함께 즐기고 있다.
겨울에 이런 경험은 처음이에요.
보통 여름에 캠프 가서 하죠.
좋은 아이스와인까지 있으니 완벽합니다.
달콤한 와인과 마시멜로 이보다 완벽할 수 없다.",Painterly art
