,Summary,Passage,Style
381,"행정안전부(장관 진영)는 올해 상반기에 교통안전, 산업안전, 생활여가안전, 시설안전 등 국민 생활과 밀접한 안전 분야에 대해 지방자치단체, 공공기관, 부처 등과 협업하여 총 41개의 안전제도 개선과제를 발굴하였다고 밝혔다. 이번에 발굴된 41개 개선과제는 지방자치단체와 공공기관 등 현장에서 개선이 필요한 사항을 제안하고 국토부, 소방청, 행안부, 산업부 등 11개 관계부처에서 타당성 검토 후 안전정책조정위원회(6.23)에서 최종적으로 확정하였다."," 행정안전부(장관 진영)는 올해 상반기에 교통안전, 산업안전, 생활여가안전, 시설안전 등 국민 생활과 밀접한 안전 분야에 대해 지방자치단체, 공공기관, 부처 등과 협업하여 총 41개의 안전제도 개선과제를 발굴하였다고 밝혔다.
  행정안전부 주관으로 ’18년부터 추진하였으며, ’18년도에 53개 과제, ’19년도에 64개 개선과제를 발굴하였고 올해부터는 상하반기 2회 추진 예정
 이번에 발굴된 41개 개선과제는 지방자치단체와 공공기관 등 현장에서 개선이 필요한 사항을 제안하고 국토부, 소방청, 행안부, 산업부 등 11개 관계부처에서 타당성 검토 후 안전정책조정위원회(6.23)에서 최종적으로 확정하였다.
   (개정 규정)법률 12개, 시행령 8개, 시행규칙 8개, 고시 등 행정규칙 13개(개선 분야)시설안전 관련 12개, 생활여가 10개, 산업안전 8개, 교통안전 6개 등
 주요 개선과제를 살펴보면, 인명피해로 이어지는 어선사고를 예방하기 위해 겨울철 풍랑주의보 발효시 출항금지 대상 어선을 현행 15톤 미만에서 30톤 미만으로 확대하고, 기상특보 시 출항 등의 제한을 위반한 경우 행정처분을 신설하는 등 안전관리를 강화한다. 
   기상특보 중 풍랑주의보에서 발생하는 어선사고가 56%로 가장 높음 
  1차 어업허가 정지 30일, 2차 어업허가 정지 45일, 3차 어업허가 정지 60일
 엘리베이터 등 교통약자 이동편의시설의 경사로 손잡이에 대한 설치 기준이 현행 경사로의 길이 1.8미터 이상이거나 높이 0.15미터 이상인 경우에만 설치할 수 있도록 한정되어 있는데, 
  안전사고의 발생이 우려되는 경우에도 경사로 손잡이를 설치하도록 하여 교통약자가 넘어지는 사고를 예방할 계획이다. 
 현재 옥내소화전에 대한 사용요령을 안내하는 표지판이 대부분 소화전함의 외부에만 부착되어 화재 발생시 함을 개방하는 경우 긴급상황에서 사용요령을 확인하는데 불편함이 있어, 
  안내 표지판을 소화전함의 내외부에 모두 부착하도록 하여 신속한 화재 대응이 가능하도록 사용환경을 개선한다. 
 항만에서 여객선의 승객이 승하선하는데 사용되고 있는 탑승교에 대해 별도의 검사기준이 없어, 탑승교에 대한 검사기준을 신설하여 안전을 강화한다.
",Realism
382,"해양수산부(장관 문성혁)는 우리나라 해역에 넓게 자생하고 있는 ‘괭생이모자반’에 비용종(콧속 물혹)과 축농증을 예방하거나 치료하는 효능이 있음을 발견하고, 7월 1일(수) 특허 출원을 마쳤다고 밝혔다. 연구팀은 세포 실험을 통해 국내에서 자생하는 괭생이모자반에서 추출한 물질을 투여했을 때, 콧속 염증을 유발하는 인자가 현저히 줄어드는 항염 효과를 확인함으로써 괭생이모자반 추출물이 비용종과 축농증 예방‧치료에 효능이 있음을 밝혀냈다.","괭생이모자반에서 콧속 염증 질환 치료 효능 발견 
  특허 출원을 완료하고 2021년까지 기업에 기술 이전 계획 
 해양수산부(장관 문성혁)는 우리나라 해역에 넓게 자생하고 있는 ‘괭생이모자반’에 비용종(콧속 물혹)과 축농증을 예방하거나 치료하는 효능이 있음을 발견하고, 7월 1일(수) 특허 출원을 마쳤다고 밝혔다. 
  비용종(Nassal polyps) : 코 내부 점액을 분비하는 점막이 비강내로 돌출한 것
  축농증(부비동염) : 코 주위의 얼굴 뼈 속에 있는 빈 공간인 부비동에 생기는 염증으로 만성 부비동염은 비용종 질환에 의해 동반되는 경우가 많음
 괭생이모자반(Sargassum horneri)은 우리나라, 일본, 중국, 베트남 등 동아시아 지역에 폭넓게 분포하는 해조류이다. 김, 미역 등과는 달리 공기주머니인 ‘기낭’이 있어 파도 등에 의해 암반에서 떨어지면 해류를 따라 서식지로부터 수백km 떨어진 곳까지 이동하기도 한다. 
 국립해양생물자원관과 인제대학교 의과대학 공동 연구팀은 괭생이모자반이 식품의약품안전처에 식품원료로 등록되어 있고, 대량 확보가 가능하여 건강기능식품이나 의약 소재로 상용화할 가능성이 높다는 점에 착안하여 2017년부터 괭생이모자반 활용 방안을 연구해 왔다.
 연구팀은 세포 실험을 통해 국내에서 자생하는 괭생이모자반에서 추출한 물질을 투여했을 때, 콧속 염증을 유발하는 인자가 현저히 줄어드는 항염 효과를 확인함으로써 괭생이모자반 추출물이 비용종과 축농증 예방‧치료에 효능이 있음을 밝혀냈다. 
 이번 연구 성과를 활용하면, 현재 일반적으로 사용되고 있는 코 세정 제품(의약외품)의 기능을 향상시키는 것은 물론, 추가적인 연구를 통해 비용종 질환 예방‧치료를 위한 의약품 소재를 개발하는 것도 가능해질 것으로 전망된다.
",Realism
383,"해양수산부(장관 문성혁)는 1999년 이전에 설계되어 내진설계가 적용되지 않은 국가어항 주요 시설물(774개소)에 대한 내진성능평가를 실시한 결과, 91.5%가 내진성능을 확보한 것으로 나타났다고 밝혔다.","국가어항 시설물 91.5% 내진 성능 확보
 방파제, 소형선 부두 등 기존 시설물 774개소에 대한 내진성능평가 완료 
 해양수산부(장관 문성혁)는 1999년 이전에 설계되어 내진설계가 적용되지 않은 국가어항 주요 시설물(774개소)에 대한 내진성능평가를 실시한 결과, 91.5%가 내진성능을 확보한 것으로 나타났다고 밝혔다.
  1995년 자연재해대책법 개정에 따라 내진설계기준 설정이 의무화되었으며, 1999년에 항만 및 어항설계기준에 처음으로 도입됨
 1995년 일본 고베지진(규모 7.2)으로 대규모 피해가 발생하자, 정부는 국내 지진방재대책의 일환으로 자연재해대책법을 개정(1995. 12. 6.)하였으며, 이후 2008년 3월 28일 지진재해대책법(현 지진‧화산재해대책법)을 제정하여 기존 시설물에 대한 내진성능평가를 실시하고 내진보강을 추진하도록 하였다.
 이후 행정안전부가 ‘기존 공공시설물 내진보강 기본계획(2011~2015)’을 수립함에 따라, 해양수산부도 내진대책의 일환으로 2014년부터 올해까지 방파제, 소형선 부두 등 주요 국가어항 시설물 774개소에 대한 내진성능평가를 실시하였다. 그 결과 708개소가 내진성능 기준에 부합하는 것으로 나타나 내진성능 확보율은 91.5%로 평가되었다.
  항만 및 어항 설계기준에서 요구하는 내진기준으로 규모 6.5 미만 수준에 견딜 수 있는 내진 성능 기준을 의미
 내진성능 기준에 미달된 나머지 66개소 시설은 지진위험구역 여부, 시설물 중요도 등에 따라 우선순위를 정하여 단계별로 내진보강공사를 진행하고 있으며, 2019년까지 총 13개소에 대해 내진보강공사를 마무리 했고, 오는 2025년까지 53개소를 마무리할 계획이다.
",Realism
384,"이번 행안부 추가경정예산은 코로나19로 인해 침체된 지역경제에 활력을 불어넣고 취업 취약계층에 일자리를 제공하는 데 쓰이게 된다. 먼저, 희망일자리 사업은 코로나19로 직장을 잃거나 취업이 더욱 힘들어진 일자리 취약계층에게 30만개의 일자리를 제공하여 긴급생계지원뿐만 아니라 고용 충격 완화에 단비 같은 역할을 하게 된다.","  사전 준비작업으로 금년에는 중앙지자체공공기관의 정보자원을 전수 조사하고 로드맵을 수립하는 데 우선 25억원을 투자한다. 
 재해위험지역 재난대응 조기경보시스템 구축 : 287.5억원
  재해위험지역(재해위험개선지구, 위험저수지, 급경사지 붕괴위험지역) 170개소에 디지털 관측계측 시스템을 설치하여 재난 발생을사전에 인지할 수 있는 조기경보시스템이 구축된다.
 재난관리자원 통합관리시스템 구축 : 37.5억원
  재난현장에서 긴급하게 필요한 자원을 민간의 유통물류체계를 활용하여 신속히 공급하는 통합관리시스템을 구축한다. 올해는 3개 시도 지역에 재난관리자원 통합관리센터가 우선 구축된다. 
 이번 행안부 추가경정예산은 코로나19로 인해 침체된 지역경제에 활력을 불어넣고 취업 취약계층에 일자리를 제공하는 데 쓰이게 된다. 
  먼저, 희망일자리 사업은 코로나19로 직장을 잃거나 취업이 더욱 힘들어진 일자리 취약계층에게 30만개의 일자리를 제공하여 긴급생계지원뿐만 아니라 고용 충격 완화에 단비 같은 역할을 하게 된다.
  지역사랑상품권은 이미 그 경제적 효과가 입증된 만큼, 가맹점 매출 증대, 생산유발, 고용유발로 이어지는 지역 경제 선순환 효과를 가져올 것으로 기대된다.
    첨 부 지역사랑상품권 경제적 효과 분석 사례
  공공데이터 개방 및 이용활성화 지원사업은 단순 아르바이트라는 일각의 우려와는 달리, 빅데이터 기획분석시각화 지원 등 전문적인 현장경험을 제공한다. 이러한 과감한 인적자본 투자는 디지털 시대를 대비한 선제적 투자라는 데 의미가 있다.
",Realism
385,"‘대한민국 동행세일’(이하 동행세일)에 참여하는 소비자들의 발길을 이끌기 위해 갤럭시 Z플립 경품 이벤트를 실시한다. 중소벤처기업부(장관 박영선, 이하 중기부)는 온오프라인 플랫폼을 통해 동행세일에 참여한 고객들을 대상으로 추첨 또는 인증을 통해 갤럭시 Z플립 90대를 경품으로 제공한다고 밝혔다.","‘대한민국 동행세일’(이하 동행세일)에 참여하는 소비자들의 발길을 이끌기 위해 갤럭시 Z플립 경품 이벤트를 실시한다.
중소벤처기업부(장관 박영선, 이하 중기부)는 온오프라인 플랫폼을 통해 동행세일에 참여한 고객들을 대상으로 추첨 또는 인증을 통해 갤럭시 Z플립 90대를 경품으로 제공한다고 밝혔다.
 가치삽시다 라이브커머스
동행세일 기간 (6.26(금)~7.12(일)) 내 가치삽시다 플랫폼에서 지역행사, 전통시장, 특별행사, 라이브커머스를 통해 제품을 구매하고, 7월 19일(일) 자정까지 구매후기를 작성한 고객들을 대상으로 랜덤 추첨을 통해 갤럭시 Z플립 20대를 제공한다. 당첨자는 7월 27일(월)에 발표될 예정이다.
 (지역행사(전통시장 포함)) 1회차 : 부산대구, 6.26(금)~6.28(일),2회차 : 전주(전북)청주(충북), 7.3(금)~7.5(일) / 3회차 : 창원(경남), 7.10(금)~7.12(일)
 (특별행사) 서울, 7.1(수)~7.3(금)
 지역행사장 행운권 추첨 및 온라인 홍보 이벤트
동행세일 2회차(전주/청주)인 7월 3일(금)부터 7월 5일(일), 3회차(창원)인 7월 10일(금)부터 7월 12일(일) 기간 동안 매일 14~21시에 각 지역별 행사장 내 이벤트관에서 행사 참관객을 대상으로 행운권을 배부하고(1인 1개 한함), 21시에 추첨을 통해 갤럭시 Z플립(총 15대, 지역별 5대)을 제공한다. 경품 추첨 결과는 현장에서 발표하며, 동행세일 홈페이지(www.ksale.org)에서도 확인할 수 있다.
",Realism
386,"2021년 유엔 평화유지 장관회의 준비기획단은 지난 5월 강경화 장관과 정경두 장관이 공동주재한 준비위원회 제1차 회의에 이어 출범하였으며, 앞으로도 기술 및 의료강국으로서 우리의 강점과 경험을 국제사회에 대한 실질적이고 의미있는 기여로 구현할 수 있도록 회의 준비를 가속화할 계획입니다."," 정경두 국방부장관은 축사를 통해 “전세계 국방외교 수장들이 모이는 행사인 만큼 유엔 평화유지활동 뿐만 아니라 한반도 평화를 위한 우리의 노력을 국제사회가 더욱 이해하고 지지하는 계기가 되도록 해야 할 것”이라고 강조하면서, 행사 자체 뿐만 아니라 의전경호방역에서도 모범적인 행사가 되도록 노력해 달라고 하였습니다.   
 2021년 유엔 평화유지 장관회의 준비기획단은 지난 5월 강경화 장관과 정경두 장관이 공동주재한 준비위원회 제1차 회의에 이어 출범하였으며, 앞으로도 기술 및 의료강국으로서 우리의 강점과 경험을 국제사회에 대한 실질적이고 의미있는 기여로 구현할 수 있도록 회의 준비를 가속화할 계획입니다. 
 한편, 국방부와 외교부는 준비기획단 출범식에서 양부처간 긴밀한 협력 하에 코로나 19 상황의 열악한 환경에서 임무를 수행하고 있는 아프리카 내 유엔 평화유지활동 2개 임무단에 방역마스크 총 6만장을 지원키로 결정했다고 발표했습니다.
   외교부와 국방부는 우리 한빛부대가 활약중인 유엔 남수단임무단(UNMISS)과 우리 정부에 방역물자 지원을 요청한 유엔 콩고민주공화국 안정화임무단(MONUSCO)에 방역마스크를 각각 3만장씩 전달할 예정이라면서, 앞으로도 유엔 평화안보 분야에 대한 우리 기여를 더욱 강화해 나갈 것이라고 하였습니다.
   유엔 남수단임무단(UNMISS): 한국 등 72개국이 참가, 16,117명 활동중 
   유엔 콩고민주공화국 안정화임무단(MONUSCO): 인도 등 57개국 참가, 15,249명 활동중
//끝//
",Realism
387,"해양수산부(장관 문성혁)는 통영과 거제 사이의 견내량 해역에서 돌미역을 채취하는 전통어업 방식인 ‘통영거제 견내량 돌미역 트릿대 채취어업’을 제8호 국가중요어업유산으로 지정했다고 밝혔다. 견내량 지역에서 생산되는 돌미역은 견내량의 거센 물살을 견디며 천연 암반에서 자라기 때문에 식감이 단단하고 깊은 맛이 난다. 이순신 장군의 <난중일기>에 기록되어 있고, 임금님 수라상에도 진상되었을 정도로 유명하며 품질이 우수하고 건강에 좋은 식재료로 알려져 있다.","‘돌미역 트릿대 채취어업’, 제8호 국가중요어업유산으로 지정
 통영‧거제 견내량 돌미역 트릿대 채취어업의 보존과 체계적 관리 기대 
 해양수산부(장관 문성혁)는 통영과 거제 사이의 견내량 해역에서 돌미역을 채취하는 전통어업 방식인 ‘통영거제 견내량 돌미역 트릿대 채취어업’을 제8호 국가중요어업유산으로 지정했다고 밝혔다.
  통영과 거제 사이에 자리 잡고 있는 물길이 세고 좁은 해협
 해양수산부는 오랜 시간에 걸쳐 형성된 고유의 유무형 어업자산을 보전하기 위해 2015년부터 국가중요어업유산을 지정하여 관리해오고 있다. 현재까지 제주 해녀어업(2015), 보성 뻘배어업(2015), 남해 죽방렴어업(2015), 신안 천일염업(2016), 완도 지주식 김 양식어업(2017), 무안‧신안 갯벌낙지 맨손어업(2018), 경남 하동‧전남 광양 섬진강 재첩잡이 손틀어업(2018) 등 7개가 국가중요어업유산으로 지정되어 있으며, 이번에 통영거제 견내량 돌미역 트릿대 채취어업이 추가로 지정되었다.
 트릿대 채취어업은 ‘트릿대’라는 긴 장대로 물속의 바위에 붙은 미역을 감아 올리는 전통적인 어업방식이다. 일반적으로 돌미역은 썰물 때 바위에 붙은 미역을 손으로 따는 방식으로 채취하지만, 이 지역 어업인들은 미역 종자의 훼손을 막기 위해 이러한 전통 어업방식을 고수하고 있다. 매년 5월이면 견내량 양쪽에 자리 잡은 통영 연기마을과 거제 광리마을 주민들이 어선 50여 척을 동원하여 공동어업방식으로 돌미역을 채취하고 건조하여 판매하고 있다. 
 견내량 지역에서 생산되는 돌미역은 견내량의 거센 물살을 견디며 천연 암반에서 자라기 때문에 식감이 단단하고 깊은 맛이 난다. 이순신 장군의 <난중일기>에 기록되어 있고, 임금님 수라상에도 진상되었을 정도로 유명하며 품질이 우수하고 건강에 좋은 식재료로 알려져 있다. 
 해양수산부는 국가중요어업유산 자문위원으로 구성된 평가위원회를 통해 1차 서류평가(4. 9.~17.)와 2차 현장평가(5. 12.), 3차 최종평가(6. 26.~30.) 등 다양한 요소에 대해 종합적인 평가를 진행하였으며, 최종적으로 견내량 돌미역 트릿대 채취어업을 국가중요어업유산으로 지정하게 되었다. 특히, 트릿대 채취어업은 역사성과 함께, 식량생산 및 생계유지 부문에서 우수성을 인정받았으며, 전통어업을 지속하기 위한 지자체와 지역주민들의 의지가 강하다는 측면에서도 높은 평가를 받았다. 
  식량생산, 생물다양성, 전통문화, 역사성, 지자체 및 주민 참여 등 항목 평가
 국가중요어업유산으로 지정되면 어업유산지정서가 발급되고, 앞으로 3년간 어업유산의 복원과 계승에 필요한 예산 7억 원(국비 70%, 지방비 30%)을 지원받게 된다. 이를 통해 지역브랜드 가치 향상은 물론, 어촌주민 소득 증대, 관광객 증가 등을 통해 지역경제도 활성화될 것으로 기대된다.
",Realism
388,"과학기술정보통신부(장관 최기영, 이하 ‘과기정통부’)는 망 중립성 정책방향과 관련해 연구반을 구성하고 6차례 회의를 개최논의하였으며, 연구반에서는 논의 핵심사항에 대해 전문가, 이해관계자 등을 대상으로 7월 7일부터 한 달간 정책자문을 추진하기로 하였다."," 과학기술정보통신부(장관 최기영, 이하 ‘과기정통부’)는 망 중립성 정책방향과 관련해 연구반을 구성하고 6차례 회의를 개최논의하였으며, 연구반에서는 논의 핵심사항에 대해 전문가, 이해관계자 등을 대상으로 7월 7일부터 한 달간 정책자문을 추진하기로 하였다.
 망 중립성은 인터넷 생태계 및 관련 산업의 혁신에 큰 영향을 미치는 정책 분야로, 이번 자문은 연구반 외부의 다양한 의견을 수렴하기 위한 것이며,
 과거 국내외에서 망 중립성 정책의 제개정과 관련해 의견수렴을 실시한 사례를 참고하였다. 
  (국내) 망 중립성 가이드라인 제정 관련 전문가, 일반국민 대상 의견 수렴(’11년)
   (미국) 망 중립성 원칙 개정 관련 일반국민, 사업자 대상 의견 수렴(‘17년) 
   (EU) 망 중립성 가이드라인 개정 사업자 대상 공공자문 시행(’19년)
 이번 자문에는 망 중립성 정책 경과, 망 중립성 해외동향, 5G 이동통신기술 소개와 핵심 논의사항에 대한 질의내용을 담았으며,
  관리형 서비스의 개념과 요건의 구체화 필요성, 관리형 서비스 관련 망 중립성 운영 방향, 통신사업자와 콘텐츠사업자 간 상호협력방안
 정보통신기술(ICT) 관련 단체, 언론기관, 시민단체, 과기정통부 정책자문그룹 등을 대상으로 의견을 수렴하면서, 과기정통부 홈페이지에 게시하여 일반 국민의 의견도 함께 수렴할 예정이다.
 망 중립성 연구반 위원장인 이성엽 교수는 “연구반 논의와 이번 정책자문에서 나온 의견을 토대로, 기술 발전과 망 중립성 정책이 조화를 이룰 수 있는 개선방안을 정부에 제안하겠다”고 밝혔다.
",Realism
389,이와 함께 다양한 일상 활동에 있어서도 국민 개개인이 방역의 주체로서 경각심을 갖고 감염에 취약한 행동을 주의할 필요가 있다. 이에 정부는 일상생활의 활동을 12가지로 분류하고 각 활동의 기본적인 특성과 활동이 이뤄지는 상황을 고려하여 그 위험도를 높음중간낮음으로 종합평가하였다.," 정부는 고위험시설 지정, 시설별 방역수칙 마련, 전자출입명부 도입 등 감염확산 방지를 위해 지속적으로 노력을 기울이고 있다.
 
   유흥주점, 단란주점, 콜라텍, 헌팅포차, 감성주점, 노래연습장, 실내 스탠딩공연장, 실내집단운동시설, 방문판매 등 직접판매홍보관, 유통물류센터, 대형학원, 뷔페
 이와 함께 다양한 일상 활동에 있어서도 국민 개개인이 방역의 주체로서 경각심을 갖고 감염에 취약한 행동을 주의할 필요가 있다.
 이에 정부는 일상생활의 활동을 12가지로 분류하고 각 활동의 기본적인 특성과 활동이 이뤄지는 상황을 고려하여 그 위험도를 높음중간낮음으로 종합평가하였다.
 
   외식, 운동, 노래, 물놀이, 모임행사, 목욕사우나찜질, 미용뷰티 서비스, 종교활동(예배미사법회 등), 독서공부, 쇼핑(물건 사기), 게임, 관람
< 활동별 감염 위험도 평가기준 >
 
 12가지 활동의 기본특성에 따라 활동 종류별 위험도를 분석한 결과,
   외식, 운동, 노래, 물놀이는 높음 위험도 활동, 종교활동, 모임행사, 목욕사우나찜질, 미용뷰티서비스는 중간 위험도 활동, 쇼핑, 독서공부, 게임, 관람이 낮은 위험도 활동으로 나타났다.
 같은 활동이라도 상황이나 이용시설에 따라 위험도가 구체적으로 나뉜다.
  (외식) 밀폐밀집된 공간에서 식기나 도구를 공유하는 뷔페 식사는 감염 위험이 높으나, 상시 환기가 가능한 공간에서 충분한 거리를 두고 식사하면 위험도가 중간 수준이고, 배달이나 포장하여 집에서 식사하면 위험도가 낮다.
",Realism
390,"행정중심복합도시건설청(청장 이문기, 이하 행복청)은 행정중심복합도시(이하 행복도시) 내 전체 건설현장을 대상으로 ‘외국인근로자 안전보건 교육’을 7월 8일(수)부터 7월 24일(금)까지 실시한다고 밝혔다. 이번 교육은 최근 건설 근로환경의 변화로 외국인근로자의 비중이 높아지고 있는 실정에 맞춰 실시하며, 교육을 통해 건설현장의 안전사고를 예방할 뿐만 아니라 고품질의 도시를 건설하는데 기여하고자 추진한다.","▶ 외국인근로자를 대상으로 외국어교재와 가상현실 자료를 활용한 안전보건 교육
 행정중심복합도시건설청(청장 이문기, 이하 행복청)은 행정중심복합도시(이하 행복도시) 내 전체 건설현장을 대상으로 ‘외국인근로자 안전보건 교육’을 7월 8일(수)부터 7월 24일(금)까지 실시한다고 밝혔다.
 이번 교육은 최근 건설 근로환경의 변화로 외국인근로자의 비중이 높아지고 있는 실정에 맞춰 실시하며,
 교육을 통해 건설현장의 안전사고를 예방할 뿐만 아니라 고품질의 도시를 건설하는데 기여하고자 추진한다.
 실효성 있는 교육을 위하여 한국산업안전보건공단에서 중국, 베트남, 캄보디아 등 16개 외국어로 제작한 교육용 안전보건자료와 끼임 사고, 떨어짐 사고에 대한 위험성 및 안전작업 방법 등의 내용이 담긴 동영상 기반 가상현실(VR)자료를 활용한다. 
 교육시 근로자와의 소통을 돕기 위해 한국어와 자국어가 능숙한 공종별 작업책임자(반장)와 안전관리자가 합동으로 교육을 실시하여 내용의 이해도와 전달력을 높이도록 했다.
 주요교육 내용은 개인보호구 착용과 화재시 비상대응절차 등 근로자 및 현장 안전관리 근로자 건강진단 및 뇌심혈관계질환 관리 등 보건분야  거푸집 동바리 작업과 철근 조립작업시 안전관리 등 위험요소에 대한 현장 안전수칙 등이다.
 특히 이번 교육에서는 코로나19 예방을 위한 철저한 개인위생관리 및 열사병 예방 3대 기본수칙도 현장에서 지킬 수 있도록 교육할 예정이다. 
 김상기 행복청 사업관리총괄과장은 “주로 어렵고 힘든 일에 종사하는 외국인근로자는 언어소통의 어려움 등으로 안전사고 위험에 노출되기 쉽다”며, “지속적인 외국인근로자 교육을 실시하여 외국인 근로자들의 안전의식도 강화시키고 건강도 챙기도록 하겠다.”고 말했다.
",Realism
391,"행정안전부(장관 진영)는 2020년 6월 말 기준, 주민등록 인구는 51,839,408명이며, 주민등록 세대는 22,791,531세대라고 밝혔다. 인구는 ’19년말 51,849,861명에 비해 10,453명 감소한 반면, 세대수는 ’19년말 22,481,466세대보다 310,065세대가 늘었다. 세대수의 지속적 증가는 1인 세대와 2인 세대가 늘어났기 때문으로 분석된다."," 행정안전부(장관 진영)는 2020년 6월 말 기준, 주민등록 인구는 51,839,408명이며, 주민등록 세대는 22,791,531세대라고 밝혔다.
 인구는 ’19년말 51,849,861명에 비해 10,453명 감소한 반면, 세대수는 ’19년말 22,481,466세대보다 310,065세대가 늘었다.
 최근 3년간(’17년~’19년) 추이를 보더라도 인구는 연평균 5만 명 증가에 그쳤으나, 세대수는 연평균 40만 세대가 증가하였다. 
  세대수의 지속적 증가는 1인 세대와 2인 세대가 늘어났기 때문으로 분석된다.
   ’08년 대비 ’20년 6월 세대수 증가율: 19.9% (1인 세대 46.1%, 2인 세대 47.6%)
 
  2010년 거주불명자, 2015년 재외국민이 통계에 포함
 세대당 인구는 2.27명이며, 세대원수별로는 1인 세대 비율이 38.5%로 가장 높고, 2인 세대 23.1%, 3인 세대 17.6%, 4인 세대 15.8% 순이다.
 1인 세대와 2인 세대는 1,404만 세대로 전체 세대의 61.6%를 차지하였다.
 ’08년에 1인 세대 다음으로 많은 비율을 차지했던 4인 세대 비율은 22.4%에서 15.8%로 감소하여 3인 세대 비율보다도 낮아졌다.
 주민등록상 1인 세대의 특징을 분석하면, 성별로는 남자(51.5%)가 여자(48.5%)보다 많았으나, 60대 이상에서는 여자 1인 세대가 많았다. 
 연령별로는 70대 이상 1인 세대가 19.1%로 가장 많고, 50대 18.1%, 60대 16.9% 순이었다.
",Realism
392,"과학기술정보통신부(장관 최기영, 이하 ‘과기정통부’)는 생활제품공간에서 나오는 전자파에 대한 국민의 궁금증과 우려를 해소하기 위하여 국민이 신청(‘19.11~’20.3)한 5세대 이동통신(이하 ‘5G’) 휴대전화와 기지국, 생활제품‧공간 등 총 6종에 대해 전자파 노출량을 측정한 결과, 전자파인체보호기준을 모두 만족하였다고 밝혔다."," 과학기술정보통신부(장관 최기영, 이하 ‘과기정통부’)는 생활제품공간에서 나오는 전자파에 대한 국민의 궁금증과 우려를 해소하기 위하여 국민이 신청(‘19.11~’20.3)한 5세대 이동통신(이하 ‘5G’) 휴대전화와 기지국, 생활제품‧공간 등 총 6종에 대해 전자파 노출량을 측정한 결과, 전자파인체보호기준을 모두 만족하였다고 밝혔다.
 이번 측정은 실환경에서의 5G 휴대전화 전자파흡수율, 3.5㎓ 대역 5G 기지국, 무선기능이 있는 공기청정기, 음파진동운동기, 벌레퇴치기 등 생활제품과 승강기 기계실 주변에 대한 전자파를 측정‧분석하였다.
 측정은 국립전파연구원에서 실시하였고, 제품 선정과 측정결과는 시민단체‧학계 등 전문가가 참여한 ‘생활속 전자파위원회’에서 검토하였다.
 음성데이터 통화, 대용량메일 전송, 동영상 시청 등 실제 사용 환경에서 5G 휴대전화의 전자파흡수율을 측정한 결과, 기준(1.6W/Kg) 대비 1.5 ~ 5.8% 수준으로 나타났다.
 2019년부터 2020년 6월까지 시장 출시를 위해 최대 출력상태에서 전자파흡수율 평가를 받은 5G 휴대전화가 기준 대비 평균 43.1% 수준인 것을 감안하면 실제 사용 환경에서 전자파흡수율은 최대 출력상태 보다 상당히 낮은 수준임을 알 수 있다.
 3.5㎓대역 5G 기지국은 이용량에 따라 출력을 조정하는 기술특성을 고려하여 최대 전자파를 측정하기 위해 5G 휴대전화로 고용량 데이터를 내려 받는 상태가 지속되도록 조작하고 다양한 설치 유형에서 전자파 강도를 측정하였다.
",Realism
393,"이번 간담회는 불법사금융 원천 차단을 위해 6개월간 운영중인 ‘불법사금융 특별근절기간(6.29~12.31)’의 실효성을 제고하고 관련 제도개선, 신종수법 대응 등의 방안에 대해 현장의 의견을 폭넓게 수렴하기 위해 개최됐습니다."," 정세균 국무총리는 7월 9일(목) 오전 금융감독원 불법사금융 피해신고센터를 방문하여 직원들을 격려하고, 불법사금융 단속상담을 위해 노력하는 현장인력 등과 간담회를 열어 불법사금융 실태와 근절방안에 대해 의견을 나눴습니다.
   (참석) ▴현장경험자 : 금감원서민금융진흥원 상담직원, 경찰지자체 특사경 단속인력, 불법사금융 경험자, 서민금융 이용자 ▴관계기관 : 민갑룡 경찰청장, 손병두 금융위 부위원장, 윤석헌 금융감독원장, 문승욱 국무2차장, 이계문 서민금융진흥원장 등
 이번 간담회는 불법사금융 원천 차단을 위해 6개월간 운영중인 ‘불법사금융 특별근절기간(6.29~12.31)’의 실효성을 제고하고 관련 제도개선, 신종수법 대응 등의 방안에 대해 현장의 의견을 폭넓게 수렴하기 위해 개최됐습니다.
 정 총리는 불법사금융은 취약계층의 어려움을 이용하여 막다른 골목에 몰아넣는다는 점에서 용서할 수 없는 범죄로, 
 최근 코로나19로 인해 서민자영업자가 어려움을 겪고 있는 상황에서 나타난 정부지원 사칭 등 불법사금융 시도에 큰 우려를 표명했습니다.
 또한, SNS 등을 통해 확산되는 대리입금1), 금융기관을 사칭하는 허위광고2) 등 다양한 신종 불법사금융 수법이 나타나며 범죄행위가 더욱 복잡해지고 있다고 지적하였습니다.
   1) 온라인 광고글을 통해 소액 급전을 단기대여 후, 높은 금리연체료 요구
   2) 금융기관을 사칭한 “코로나19 대출” SNS광고를 보고 연락시 불법사금융업체로 연결
 정 총리는 불법사금융을 척결하기 위해 선제적으로 강력 대응하겠다고 하였습니다.
",Realism
